entry_type,canonical_term,alias,domain,source_system,note
vendor_context_link,sap_desc_37a41d0c,MM_MARA_FIBER_CODE2,WRF_FIBER_CODE,SAP,auto-map via desc: Fiber Code for Textiles (Component 2)
vendor_context_link,sap_desc_3afb4ea7,MM_MARA_FIBER_CODE3,WRF_FIBER_CODE,SAP,auto-map via desc: Fiber Code for Textiles (Component 3)
vendor_context_link,sap_desc_07b1ec05,MM_MARA_FIBER_CODE4,WRF_FIBER_CODE,SAP,auto-map via desc: Fiber Code for Textiles (Component 4)
vendor_context_link,sap_desc_a0582e43,MM_MARA_FIBER_CODE5,WRF_FIBER_CODE,SAP,auto-map via desc: Fiber Code for Textiles (Component 5)
vendor_context_link,sap_desc_8d425e91,MM_MARA_FASHGRD,FASHGRD,SAP,auto-map via desc: Fashion Grade
vendor_context_link,sap_desc_1ca30d00,MM_MARC_PSTAT,PSTAT,SAP,auto-map via desc: Maintenance status
vendor_context_link,sap_desc_249870c2,MM_MARC_MAABC,MAABC,SAP,auto-map via desc: ABC Indicator
vendor_context_link,sap_desc_b1d5f0a2,MM_MARC_KZKRI,XFELD,SAP,auto-map via desc: Indicator: Critical part
vendor_context_link,sap_desc_82f5bb1e,MM_MARC_DISPR,DISPR,SAP,auto-map via desc: Material: MRP profile
vendor_context_link,sap_desc_2035b709,MM_MARC_DISMM,DISMM,SAP,auto-map via desc: MRP Type
vendor_context_link,sap_desc_fd26ecba,MM_MARC_KZDIE,XFELD,SAP,auto-map via desc: Indicator: MRP controller is buyer (deactivated)
vendor_context_link,sap_desc_2ee84a75,MM_MARC_PERKZ,PERKZ,SAP,auto-map via desc: Period Indicator
vendor_context_link,sap_desc_3670fffb,MM_MARC_AUSSS,DEC3_2,SAP,auto-map via desc: Assembly scrap in percent
vendor_context_link,sap_desc_df94e6f0,MM_MARC_BSTFE,MENG13,SAP,auto-map via desc: Fixed lot size
vendor_context_link,sap_desc_3bcc9d01,MM_MARC_LOSFX,WERT11,SAP,auto-map via desc: Lot-Size-Independent Costs
vendor_context_link,sap_desc_026dc64b,MM_MARC_SBDKZ,SBDKZ,SAP,auto-map via desc: Indicator for Individual and Collective Requiremen
vendor_context_link,sap_desc_df344461,MM_MARC_LAGPR,LAGPR,SAP,auto-map via desc: Storage Costs Percentage Code
vendor_context_link,sap_desc_9ea4acc7,MM_MARC_ALTSL,ALTSL,SAP,auto-map via desc: Method for Selecting Alternative Bills of Material
vendor_context_link,sap_desc_cef5ba5c,MM_MARC_KZAUS,KZAUS,SAP,auto-map via desc: Discontinuation indicator
vendor_context_link,sap_desc_8c675301,MM_MARC_NFMAT,MATNR,SAP,auto-map via desc: Follow-Up Material
vendor_context_link,sap_desc_f5fbb8a1,MM_MARC_KZBED,KZBED,SAP,auto-map via desc: Indicator for Requirements Grouping
vendor_context_link,sap_desc_56ae4d0c,MM_MARC_MISKZ,MISKZ,SAP,auto-map via desc: Mixed MRP indicator
