sap_module,sap_table,sap_field,sap_description,sap_data_element,sap_domain,classification_bucket,knowledge_available,knowledge_tag_level,knowledge_tag_reason,knowledge_tag_note
PP,PLPO,USE04,User field: Unit for quantity fields,USRUNIT,MEINS,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=MEINS; data_element=USRUNIT; description=User field: Unit for quantity fields
PP,PLPO,USR05,User field for quantity (length 10.3),USRQUAN13,USRQUAN13,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=USRQUAN13; data_element=USRQUAN13; description=User field for quantity (length 10.3)
PP,PLPO,USE05,User field: Unit for quantity fields,USRUNIT,MEINS,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=MEINS; data_element=USRUNIT; description=User field: Unit for quantity fields
PP,PLPO,USR06,"User-defined field for values (length 10,3)",USRCURR13,USRCURR13,unmapped,true,high,description_domain_data_element,"source=sap_remaining_unmapped; module=PP; domain=USRCURR13; data_element=USRCURR13; description=User-defined field for values (length 10,3)"
PP,PLPO,USR07,"User-defined field for values (length 10,3)",USRCURR13,USRCURR13,unmapped,true,high,description_domain_data_element,"source=sap_remaining_unmapped; module=PP; domain=USRCURR13; data_element=USRCURR13; description=User-defined field for values (length 10,3)"
PP,PLPO,USR08,User field for date,USRDATE,USRDATE,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=USRDATE; data_element=USRDATE; description=User field for date
PP,PLPO,USR09,User field for date,USRDATE,USRDATE,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=USRDATE; data_element=USRDATE; description=User field for date
PP,PLPO,USR10,User-defined field: Indicator for reports,USRFLAG,FLAG,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=FLAG; data_element=USRFLAG; description=User-defined field: Indicator for reports
PP,PLPO,USR11,User-defined field: Indicator for reports,USRFLAG,FLAG,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=FLAG; data_element=USRFLAG; description=User-defined field: Indicator for reports
PP,PLPO,KAPAR,Capacity category,KAPART,KAPART,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=KAPART; data_element=KAPART; description=Capacity category
PP,PLPO,PRKST,Costs in the activity,PRKST,PRKST,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=PRKST; data_element=PRKST; description=Costs in the activity
PP,PLPO,QRASTERMNG,Quantity for Grid Point Definition,QRASTERMNG,QPROBEFAK,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=QPROBEFAK; data_element=QRASTERMNG; description=Quantity for Grid Point Definition
PP,PLPO,ANLZU,System Condition,ANLZU,ANLZU,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=ANLZU; data_element=ANLZU; description=System Condition
PP,PLPO,ISTTY,BOM category,STLTY,STLTY,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=STLTY; data_element=STLTY; description=BOM category
PP,PLPO,ISTNR,Bill of Material,STNUM,STNUM,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=STNUM; data_element=STNUM; description=Bill of Material
PP,PLPO,EBORT,Installation Point for Subitem,EBORT,TEXT20,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=TEXT20; data_element=EBORT; description=Installation Point for Subitem
PP,PLPO,KALID,Factory Calendar,WFCID,WFCID,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=WFCID; data_element=WFCID; description=Factory Calendar
PP,PLPO,FRSP,Earliest possible activity / Latest possible activity,FRSP,FRSP,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=FRSP; data_element=FRSP; description=Earliest possible activity / Latest possible activity
PP,PLPO,CKSELKZ,Indicator for Relevancy to Costing,CK_SELKZ,CK_SELKZ,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=CK_SELKZ; data_element=CK_SELKZ; description=Indicator for Relevancy to Costing
PP,PLPO,PVZKN,Number of the Task List Node,PLNKN,KNTNR,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=KNTNR; data_element=PLNKN; description=Number of the Task List Node
PP,PLPO,PHFLG,Indicator: Phase,PHFLG,XFELD,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=XFELD; data_element=PHFLG; description=Indicator: Phase
PP,PLPO,PHSEQ,Control Recipe Destination,PHSEQ,PHSEQ,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=PHSEQ; data_element=PHSEQ; description=Control Recipe Destination
PP,PLPO,ERFSICHT,Recording View,QERFSICHT,QERFSICHT,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=QERFSICHT; data_element=QERFSICHT; description=Recording View
PP,PLPO,QLOTYPE,Object Type,OTYPE,OTYPE,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=OTYPE; data_element=OTYPE; description=Object Type
PP,PLPO,QLKAPAR,Capacity category,KAPART,KAPART,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=KAPART; data_element=KAPART; description=Capacity category
PP,PLPO,QKZPRZEIT,Interval = Time (Time-Related),QKZPRZEIT,QKZ,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=QKZ; data_element=QKZPRZEIT; description=Interval = Time (Time-Related)
PP,PLPO,QRASTZEHT,Time Unit,QRASTZEHT,MEINS,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=MEINS; data_element=QRASTZEHT; description=Time Unit
PP,PLPO,QRASTZFAK,Time Factor,QRASTZFAK,QPROBEFAK,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=QPROBEFAK; data_element=QRASTZFAK; description=Time Factor
PP,PLPO,QRASTMENG,Quantity Between Two Inspections,QRASTMENG,MENG13,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=MENG13; data_element=QRASTMENG; description=Quantity Between Two Inspections
PP,PLPO,QPPKTABS,Flow Variants for Inspection Point Completion,QPPKTABS,QPPKTABS,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=QPPKTABS; data_element=QPPKTABS; description=Flow Variants for Inspection Point Completion
PP,PLPO,KRIT1,Planning object,PLOBJ,CHAR18,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=CHAR18; data_element=PLOBJ; description=Planning object
PP,PLPO,CLASSID,Internal Class Number,CLINT,CLINT,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=CLINT; data_element=CLINT; description=Internal Class Number
PP,PLPO,FLG_CAPTXT,Ind: CAPP text exists,FLG_CAPTXT,FLAG,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=FLAG; data_element=FLG_CAPTXT; description=Ind: CAPP text exists
PP,PLPO,CN_WEIGHT,Aggregation weight for POC (PS progress),EV_WEIGHTD,46364,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=46364; data_element=EV_WEIGHTD; description=Aggregation weight for POC (PS progress)
PP,PLPO,QKZTLSBEST,Operation with Stock-Related Partial Lot Assignment,QKZTLSBEST,QKZ,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=QKZ; data_element=QKZTLSBEST; description=Operation with Stock-Related Partial Lot Assignment
PP,PLPO,AUFKT,Execution Factor,AFAKT,AFAKT,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=AFAKT; data_element=AFAKT; description=Execution Factor
PP,PLPO,DAFKT,Average execution factor,DFAKT,DFAKT,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=DFAKT; data_element=DFAKT; description=Average execution factor
PP,PLPO,RWFAK,Rework factor (is not used yet),RWFAK,AUSCHUFAK,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=AUSCHUFAK; data_element=RWFAK; description=Rework factor (is not used yet)
PP,PLPO,VERDART,Cumulation Type,VERDART,VERDART,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=VERDART; data_element=VERDART; description=Cumulation Type
PP,PLPO,UAVO_AUFL,Suboperations Do Not Apply to Order,UAVO_AUFL,FLAG,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=FLAG; data_element=UAVO_AUFL; description=Suboperations Do Not Apply to Order
PP,PLPO,FRDLB,Indicator: External Processing Operation with Subcontracting,CO_FRDLB,CHAR1,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=CHAR1; data_element=CO_FRDLB; description=Indicator: External Processing Operation with Subcontracting
PP,PLPO,TAKT,takt within a line segment,LD_TAKT,LD_TAKT,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=LD_TAKT; data_element=LD_TAKT; description=takt within a line segment
PP,PLPO,EVGEW,Aggregation weight for POC (PS progress),EV_WEIGHTD,46364,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=46364; data_element=EV_WEIGHTD; description=Aggregation weight for POC (PS progress)
PP,PLPO,FLG_TSK_GROUP,Group operation,FLG_TSK_GROUP_TYPE,FLAG,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=FLAG; data_element=FLG_TSK_GROUP_TYPE; description=Group operation
PP,PLPO,MANU_PROC,Manufacturing Process,RTG_MANU_PROCESS,RTG_MANU_PROCESS,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=RTG_MANU_PROCESS; data_element=RTG_MANU_PROCESS; description=Manufacturing Process
PP,PLPO,VERSN_SOURCE,Source Routing Version,PLNVERSN_SOURCE_VERSN,PLNVERSN,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=PLNVERSN; data_element=PLNVERSN_SOURCE_VERSN; description=Source Routing Version
PP,PLPO,VERSN_TRACK_GUID,Task List GUID,CP_GUID,SYSUUID,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=SYSUUID; data_element=CP_GUID; description=Task List GUID
PP,PLPO,FAV_GUID,16-byte UID in 32 chars (hexadecimal),SYSUUID_C32,SYSUUID_C32,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=SYSUUID_C32; data_element=SYSUUID_C32; description=16-byte UID in 32 chars (hexadecimal)
PP,PLPO,FAV_VERSN,Template Version,MPE_RTG_TEMPLATE_VERSN,,unmapped,true,medium,description_table_context,source=sap_remaining_unmapped; module=PP; data_element=MPE_RTG_TEMPLATE_VERSN; description=Template Version
PP,PLPO,FAV_GUID_OLD,16-byte UID in 32 chars (hexadecimal),SYSUUID_C32,SYSUUID_C32,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=SYSUUID_C32; data_element=SYSUUID_C32; description=16-byte UID in 32 chars (hexadecimal)
PP,PLPO,FAV_VERSN_OLD,Template Version,MPE_RTG_TEMPLATE_VERSN,,unmapped,true,medium,description_table_context,source=sap_remaining_unmapped; module=PP; data_element=MPE_RTG_TEMPLATE_VERSN; description=Template Version
PP,PLPO,EXECUTION_STAGE,PRE MAIN POST,EAM_PREMAINPOST,EAM_PREMAINPOST,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=EAM_PREMAINPOST; data_element=EAM_PREMAINPOST; description=PRE MAIN POST
PP,PLPO,/SAPMP/MET_LRCH,Length Calculation Method,/SAPMP/MET_LRCH,/SAPMP/MET_LRCH,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=/SAPMP/MET_LRCH; data_element=/SAPMP/MET_LRCH; description=Length Calculation Method
PP,PLPO,/SAPMP/MAX_FERTL,Maximum Production Length,/SAPMP/MAX_FERTL,/SAPMP/MAX_FERTL,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=/SAPMP/MAX_FERTL; data_element=/SAPMP/MAX_FERTL; description=Maximum Production Length
PP,PLPO,/SAPMP/FIX_AS_J,Fixed Scrap - Any Length,/SAPMP/FIX_AS_J,/SAPMP/FIX_AS_J,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=/SAPMP/FIX_AS_J; data_element=/SAPMP/FIX_AS_J; description=Fixed Scrap - Any Length
PP,PLPO,/SAPMP/FIX_AS_E,Fixed Scrap - First Length,/SAPMP/FIX_AS_E,/SAPMP/FIX_AS_E,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=/SAPMP/FIX_AS_E; data_element=/SAPMP/FIX_AS_E; description=Fixed Scrap - First Length
PP,PLPO,/SAPMP/FIX_AS_L,Fixed Scrap - Last Length,/SAPMP/FIX_AS_L,/SAPMP/FIX_AS_L,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=/SAPMP/FIX_AS_L; data_element=/SAPMP/FIX_AS_L; description=Fixed Scrap - Last Length
PP,PLPO,/SAPMP/ABL_ZAHL,Number of Run-In Lengths,/SAPMP/ABL_ZAHL,NUMC6,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=NUMC6; data_element=/SAPMP/ABL_ZAHL; description=Number of Run-In Lengths
PP,PLPO,XEXCLTL,Sign: Exclude Subordinate Task List (and in All Tree),XEXCLTL,XFELD,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=XFELD; data_element=XEXCLTL; description=Sign: Exclude Subordinate Task List (and in All Tree)
PP,CRHD,LOGRP,Wage Group,LOHNGRP,LOHNGRP,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=LOHNGRP; data_element=LOHNGRP; description=Wage Group
PP,CRHD,QUALF,Suitability,QUALF,QUALF,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=QUALF; data_element=QUALF; description=Suitability
PP,CRHD,FORT3,Formula for teardown time,AP_FORM_T3,AP_FORMEL,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=AP_FORMEL; data_element=AP_FORM_T3; description=Formula for teardown time
PP,CRHD,ORTGR,Location Group,ORTSGRUPPE,ORTSGRUPPE,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=ORTSGRUPPE; data_element=ORTSGRUPPE; description=Location Group
PP,CRHD,ZEIWN,Unit for the Standard Queue Time,DZEIWN,MEINS,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=MEINS; data_element=DZEIWN; description=Unit for the Standard Queue Time
PP,CRHD,ZWNOR,Standard Queue Time,DZWNOR,VGWRT,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=VGWRT; data_element=DZWNOR; description=Standard Queue Time
PP,CRHD,ZEIWM,Unit for the Minimum Queue Time,DZEIWM,MEINS,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=MEINS; data_element=DZEIWM; description=Unit for the Minimum Queue Time
PP,CRHD,ZWMIN,Minimum Queue Time,DZWMIN,VGWRT,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=VGWRT; data_element=DZWMIN; description=Minimum Queue Time
PP,CRHD,FORMR,Indicator: same formulas as in capacity,FLGFORMART,FLAG,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=FLAG; data_element=FLGFORMART; description=Indicator: same formulas as in capacity
PP,CRHD,MATYP,Machine Type,MATYP,MATYP,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=MATYP; data_element=MATYP; description=Machine Type
PP,CRHD,CPLGR,CAPP planner group,CPLGR,CPLGR,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=CPLGR; data_element=CPLGR; description=CAPP planner group
PP,CRHD,SORTB,Sort string,SORTB,SORTB,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=SORTB; data_element=SORTB; description=Sort string
PP,CRHD,MTMVP,Additional time percentage for machines,MTMVP,MTMVP,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=MTMVP; data_element=MTMVP; description=Additional time percentage for machines
