wd_entity,wd_field,wd_type,wd_description
Organization_Reference_ID_Reference_DataType,Include_Organization_ID_in_Name,boolean,"This option is only allowed for Supervisory Organization at the moment. When set to true, Supervisory Organizations will have Organization Reference ID suffixed to their names. A new effective-dated organization name is automatically created if value for this field is different as of current moment."
Put_Organization_Reference_ID_RequestType,Organization_Reference,OrganizationObjectType,Holds the Organization for which Organization Reference ID is going to be changed.
Put_Organization_Reference_ID_RequestType,Organization_Reference_ID_Data,Organization_Reference_ID_Reference_DataType,
Put_Organization_Reference_ID_ResponseType,Organization_ID_Reference,OrganizationObjectType,The Organization for which the Organization Reference ID information has been changed.
Staff_Allowed_DataType,Allowed_Organization_Reference,StaffObjectType,Allowed Organization References
Staff_Default_DataType,Default_Organization_Reference,StaffObjectType,Default Organization Reference
Committee_Type_DataType,ID,string,"Unique Identifier for the committee type. If not entered, one will be generated."
Committee_Type_DataType,Name,string,Committee Type Name. Required for add.
Committee_Type_DataType,Search_Committee,boolean,Search Committee
Committee_Type_DataType,Inactive,boolean,A boolean flag to set the committee type inactive.
Put_Committee_Type_RequestType,Committee_Type_Reference,Committee_TypeObjectType,Unique Reference to the Committee Type. Used to identify the Committee Type to update. Leave blank on an Add.
Put_Committee_Type_RequestType,Committee_Type_Data,Committee_Type_DataType,
Put_Committee_Type_ResponseType,Committee_Type_Reference,Committee_TypeObjectType,Unique Reference to the Committee Type. Used to identify the Committee Type to update. Leave blank on an Add.
Committee_Type_Request_ReferencesType,Committee_Type_Reference,Committee_TypeObjectType,Committee Type Request References
Committee_Type_Response_GroupType,Include_Reference,boolean,Boolean flag to include Reference in response.
Get_Committee_Types_RequestType,Request_References,Committee_Type_Request_ReferencesType,Committee Type Request References
Get_Committee_Types_RequestType,Request_Criteria,Committee_Type_Request_CriteriaType,Get Committee Types Request
Get_Committee_Types_RequestType,Response_Filter,Response_FilterType,Response Filter
Get_Committee_Types_RequestType,Response_Group,Committee_Type_Response_GroupType,Committee Type Response Group
Committee_TypeType,Committee_Type_Reference,Committee_TypeObjectType,Unique Reference to a Committee Type
Committee_TypeType,Committee_Type_Data,Committee_Type_DataType,Data for Committee Type
Committee_Type_Response_DataType,Committee_Type,Committee_TypeType,Committee Type
Get_Committee_Types_ResponseType,Request_References,Committee_Type_Request_ReferencesType,Committee Type Response Data
Get_Committee_Types_ResponseType,Request_Criteria,Committee_Type_Request_CriteriaType,Committee Type Request Criteria
Get_Committee_Types_ResponseType,Response_Filter,Response_FilterType,Response Filter
Get_Committee_Types_ResponseType,Response_Group,Committee_Type_Response_GroupType,Committee Type Response Group
Get_Committee_Types_ResponseType,Response_Results,Response_ResultsType,Response Results
Get_Committee_Types_ResponseType,Response_Data,Committee_Type_Response_DataType,Committee Type Response Data
Committee_Classification_Group_DataType,ID,string,"Unique Identifier for the committee classification group. If not entered, one will be generated."
Committee_Classification_Group_DataType,Name,string,Committee Classification Group Name. Required for add.
Committee_Classification_Group_DataType,Inactive,boolean,A boolean flag to set the committee classification group inactive.
Committee_Classification_Group_DataType,Included_Classification_Reference,Committee_ClassificationObjectType,Included classifications for classification group
Put_Committee_Classification_Group_RequestType,Committee_Classification_Group_Reference,Committee_Classification_GroupObjectType,Unique Reference to the Committee Classification Group. Used to identify the Committee Classification Group to update. Leave blank on an Add.
Put_Committee_Classification_Group_RequestType,Committee_Classification_Group_Data,Committee_Classification_Group_DataType,Data Committee Classification Group
Put_Committee_Classification_Group_ResponseType,Committee_Classification_Group_Reference,Committee_Classification_GroupObjectType,Committee Classification Group Reference
Committee_Classification_Group_Request_ReferencesType,Committee_Classification_Group_Reference,Committee_Classification_GroupObjectType,Unique Reference to the Committee Classification Group. Used to identify the Committee Classification Group to update. Leave blank on an Add.
Committee_Classification_Group_Response_GroupType,Include_Reference,boolean,Boolean flag to include Reference in response.
Get_Committee_Classification_Groups_RequestType,Request_References,Committee_Classification_Group_Request_ReferencesType,Utilize the Request References element to retrieve a specific instance(s) of a Committee Classification Group and its associated data.
Get_Committee_Classification_Groups_RequestType,Request_Criteria,Committee_Classification_Group_Request_CriteriaType,Committee Classification Group Request Criteria
Get_Committee_Classification_Groups_RequestType,Response_Filter,Response_FilterType,
Get_Committee_Classification_Groups_RequestType,Response_Group,Committee_Classification_Group_Response_GroupType,Committee Classification Group Response Group.
Committee_Classification_GroupType,Committee_Classification_Group_Reference,Committee_Classification_GroupObjectType,Unique Reference to the Committee Classification Group.
Committee_Classification_GroupType,Committee_Classification_Group_Data,Committee_Classification_Group_DataType,Committee Classification Group Data
Committee_Classification_Group_Response_DataType,Committee_Classification_Group,Committee_Classification_GroupType,
Get_Committee_Classification_Groups_ResponseType,Request_References,Committee_Classification_Group_Request_ReferencesType,
Get_Committee_Classification_Groups_ResponseType,Request_Criteria,Committee_Classification_Group_Request_CriteriaType,
Get_Committee_Classification_Groups_ResponseType,Response_Filter,Response_FilterType,
Get_Committee_Classification_Groups_ResponseType,Response_Group,Committee_Classification_Group_Response_GroupType,
Get_Committee_Classification_Groups_ResponseType,Response_Results,Response_ResultsType,
Get_Committee_Classification_Groups_ResponseType,Response_Data,Committee_Classification_Group_Response_DataType,Committee Classification Group Response Data
Committee_Classification_DataType,ID,string,"Unique Identifier for the committee classification. If not entered, one will be generated."
Committee_Classification_DataType,Name,string,Committee Classification Name. Required for add.
Committee_Classification_DataType,Inactive,boolean,A boolean flag to set the committee classification inactive.
Committee_Classification_DataType,Committee_Classification_Group_Reference,Committee_Classification_GroupObjectType,Committee Classification Group for Classification
Put_Committee_Classification_RequestType,Committee_Classification_Reference,Committee_ClassificationObjectType,Unique Reference to the Committee Classification . Used to identify the Committee Classification Committee Classification to update. Leave blank on an Add.
Put_Committee_Classification_RequestType,Committee_Classification_Data,Committee_Classification_DataType,
Put_Committee_Classification_ResponseType,Committee_Classification_Reference,Committee_ClassificationObjectType,Committee Classification Reference
Committee_Classification_Request_ReferencesType,Committee_Classification_Reference,Committee_ClassificationObjectType,Unique Reference to the Committee Classification. Used to identify the Committee Classification Group to update. Leave blank on an Add.
Committee_Classification_Response_GroupType,Include_Reference,boolean,Boolean flag to include Reference in response.
Get_Committee_Classifications_RequestType,Request_References,Committee_Classification_Request_ReferencesType,Utilize the Request References element to retrieve a specific instance(s) of a Committee Classification and its associated data.
Get_Committee_Classifications_RequestType,Request_Criteria,Committee_Classification_Request_CriteriaType,Committee Classification Request Criteria
Get_Committee_Classifications_RequestType,Response_Filter,Response_FilterType,
Get_Committee_Classifications_RequestType,Response_Group,Committee_Classification_Response_GroupType,Committee Classification Response Group.
Committee_ClassificationType,Committee_Classification_Reference,Committee_ClassificationObjectType,Unique Reference to the Committee Classification.
Committee_ClassificationType,Committee_Classification_Data,Committee_Classification_DataType,
Committee_Classification_Response_DataType,Committee_Classification,Committee_ClassificationType,
Get_Committee_Classifications_ResponseType,Request_References,Committee_Classification_Request_ReferencesType,
Get_Committee_Classifications_ResponseType,Request_Criteria,Committee_Classification_Request_CriteriaType,
Get_Committee_Classifications_ResponseType,Response_Filter,Response_FilterType,
Get_Committee_Classifications_ResponseType,Response_Group,Committee_Classification_Response_GroupType,
Get_Committee_Classifications_ResponseType,Response_Results,Response_ResultsType,
Get_Committee_Classifications_ResponseType,Response_Data,Committee_Classification_Response_DataType,Committee Classification Response Data
Committee_Membership_Type_Request_ReferencesType,Committee_Membership_Type_Reference,Committee_Membership_TypeObjectType,Utilize the Request References element to retrieve a specific instance(s) of a Committee Member Type and its associated data.
Committee_Membership_Type_Response_GroupType,Include_Reference,boolean,Boolean flag to include Reference in response.
Get_Committee_Membership_Types_RequestType,Request_References,Committee_Membership_Type_Request_ReferencesType,
Get_Committee_Membership_Types_RequestType,Request_Criteria,Committee_Membership_Type_Request_CriteriaType,
Get_Committee_Membership_Types_RequestType,Response_Filter,Response_FilterType,
Get_Committee_Membership_Types_RequestType,Response_Group,Committee_Membership_Type_Response_GroupType,
Committee_Membership_TypeType,Committee_Membership_Type_Reference,Committee_Membership_TypeObjectType,Unique Reference to the Committee Member Type
Committee_Membership_TypeType,Committee_Membership_Type_Data,Committee_Membership_Type_DataType,Committee Member Type Data
Committee_Membership_Type_Response_DataType,Committee_Membership_Type,Committee_Membership_TypeType,Contains the data for a Committee Member Type
Get_Committee_Membership_Types_ResponseType,Request_References,Committee_Membership_Type_Request_ReferencesType,Utilize the Request References element to retrieve a specific instance(s) of a Committee member Type and its associated data.
Get_Committee_Membership_Types_ResponseType,Request_Criteria,Committee_Membership_Type_Request_CriteriaType,Committee Member Type Request Criteria
Get_Committee_Membership_Types_ResponseType,Response_Filter,Response_FilterType,Response Filter
Get_Committee_Membership_Types_ResponseType,Response_Group,Committee_Membership_Type_Response_GroupType,Committee Member Type Response Group
Get_Committee_Membership_Types_ResponseType,Response_Results,Response_ResultsType,Response Results
Get_Committee_Membership_Types_ResponseType,Response_Data,Committee_Membership_Type_Response_DataType,Committee Member Type Response Data
Committee_Membership_Type_DataType,ID,string,"Unique Identifier for the committee member type. If not entered, one will be generated."
Committee_Membership_Type_DataType,Name,string,Committee Member Type Name. Required for add.
Committee_Membership_Type_DataType,Inactive,boolean,A boolean flag to disable this Committee Membership Type from being assigned to any new membership profiles. Note: This Committee Membership Type still appears in historical reporting.
Put_Committee_Membership_Type_RequestType,Committee_Membership_Type_Reference,Committee_Membership_TypeObjectType,Unique Reference to the Committee Member Type. Used to identify the Committee Member Type to update. Leave blank on an Add.
Put_Committee_Membership_Type_RequestType,Committee_Membership_Type_Data,Committee_Membership_Type_DataType,Data for Committee Member Type
Put_Committee_Membership_Type_ResponseType,Committee_Membership_Type_Reference,Committee_Membership_TypeObjectType,Committee Member Type Reference
Employee_Probation_Period_Detail_DataType,Employee_Probation_Period_Event_Reference,Unique_IdentifierObjectType,Probation Period Event Reference for the Worker's effective Position
Employee_Probation_Period_Detail_DataType,Employee_Probation_Period_Reference,Employee_Probation_PeriodObjectType,The Probation Period reference.
Employee_Probation_Period_Detail_DataType,Effective_Date,date,Effective Date of the Probation Period Event
Employee_Probation_Period_Detail_DataType,Start_Date,date,Probation Start Date of the Probation Period belonging to the effective Position
Employee_Probation_Period_Detail_DataType,End_Date,date,Probation End Date of the Probation Period belonging to the effective Position
Employee_Probation_Period_Detail_DataType,Probation_Type_Reference,Employee_Probation_Period_TypeObjectType,Probation Type of the Probation Period belonging to the effective Position
Employee_Probation_Period_Detail_DataType,Probation_Reason_Reference,Employee_Probation_Period_ReasonObjectType,Probation Reason of the Probation Period belonging to the effective Position
Employee_Probation_Period_Detail_DataType,Extended_End_Date,date,Probation Extended End Date of the Probation Period belonging to the effective Position
Employee_Probation_Period_Detail_DataType,Note,string,Note / Comments of the Probation Period belonging to the effective Position
Manage_Committee_Membership_RequestType,Business_Process_Parameters,Business_Process_ParametersType,
Manage_Committee_Membership_RequestType,Manage_Committee_Membership_Data,Manage_Committee_Membership_DataType,Wrapper Element for the Manage Committee Membership business process web service.
Manage_Committee_Membership_DataType,Create_External_Committee_Member_Data,Create_External_Committee_Member_DataType,Wrapper for all the data needed for creating a new External Committee Member
Manage_Committee_Membership_DataType,Committee_Member_Reference,Committee_Member_EnabledObjectType,Committee Member Reference for the Manage Committee Membership Service
Manage_Committee_Membership_DataType,Effective_Date,date,"Effective Date for the Manage Committee Membership Service Event, will be the start date for a new Committee Membership Service"
Manage_Committee_Membership_DataType,Reason_Reference,Event_Classification_SubcategoryObjectType,Reason Reference for the Manage Committee Membership Service
Manage_Committee_Membership_DataType,Committee__Reference,CommitteeObjectType,Committee Reference for the Manage Committee Membership Service
Manage_Committee_Membership_DataType,Committee_Membership_Type_Reference,Committee_Membership_TypeObjectType,Committee Membership Type Reference for the Manage Committee Membership Service
Manage_Committee_Membership_DataType,End_Date,date,End Date for the Manage Committee Membership Service
Manage_Committee_Membership_DataType,Manage_Professional_Affiliation_Sub_Business_Process_for_External_Committee_Member,Manage_Professional_Affiliation_Sub_Business_Process_DataType,
Manage_Committee_Membership_ResponseType,Event_Reference,Unique_IdentifierObjectType,Reference to the Manage Committee Membership business process.
Manage_Employee_Probation_Periods_Event_RequestType,Business_Process_Parameters,Business_Process_ParametersType,Business Process Parameters
Manage_Employee_Probation_Periods_Event_RequestType,Manage_Employee_Probation_Periods_Event_Data,Manage_Employee_Probation_Periods_Event_DataType,Details of the Probation Period that is being added to the Worker
Manage_Employee_Probation_Periods_Event_DataType,Worker_Reference,WorkerObjectType,Employee for the probation period
Manage_Employee_Probation_Periods_Event_DataType,Position_Reference,Position_ElementObjectType,Position for which the Probation Period is being added / modified
Manage_Employee_Probation_Periods_Event_DataType,Probation_Period_Reference,Employee_Probation_PeriodObjectType,Probation Period that needs to be updated
Manage_Employee_Probation_Periods_Event_DataType,Start_Date,date,Probation Period Start Date
Manage_Employee_Probation_Periods_Event_DataType,End_Date,date,Probation Period End Date
Manage_Employee_Probation_Periods_Event_DataType,Probation_Type_Reference,Employee_Probation_Period_TypeObjectType,Probation Period Type
Manage_Employee_Probation_Periods_Event_DataType,Derive_Probation_Period_from_Rule,boolean,"Specifies if Workday derives the default probation period from the worker's probation period rule. If a probation period rule applies, any values in End Date or Length will not apply."
Manage_Employee_Probation_Periods_Event_DataType,Length,Probation_Period_Length_DataType,
Manage_Employee_Probation_Periods_Event_DataType,Extended_Length,Probation_Period_Extended_Length_DataType,
Manage_Employee_Probation_Periods_Event_DataType,Probation_Reason_Reference,Employee_Probation_Period_ReasonObjectType,Probation Period Reason
Manage_Employee_Probation_Periods_Event_DataType,Extended_End_Date,date,Extended End Date of the Probation Period
Manage_Employee_Probation_Periods_Event_DataType,Probation_Review,Probation_Review_DataType,Details of Probation Period Review
Manage_Employee_Probation_Periods_Event_DataType,Note,string,Comments / Note
Manage_Employee_Probation_Periods_Event_ResponseType,Employee_Probation_Period_Event_Reference,Unique_IdentifierObjectType,The Probation Period Event that is created for the Woker
Maintain_Committee_Definition_RequestType,Committee_Definition_Reference,CommitteeObjectType,Committee Definition
Maintain_Committee_Definition_RequestType,Committee_Definition_Data,Committee_Definition_DataType,
Committee_Definition_DataType,ID,string,Integration Reference ID used for integration purposes; This is also the Committee ID
Committee_Definition_DataType,Private_Committee,boolean,Private Committee
Committee_Definition_DataType,Include_Code_in_Name,boolean,Include Code in Name
Committee_Definition_DataType,Committee_Type_Reference,Committee_TypeObjectType,Committee Type
Committee_Definition_DataType,Include_Type_in_Name,boolean,Include Type in Name
Committee_Definition_DataType,Committee_Subtype_Reference,Organization_SubtypeObjectType,Committee Subtype
Committee_Definition_DataType,Include_Subtype_in_Name,boolean,Include Subtype
Committee_Definition_DataType,Committee_Classifications_Reference,Committee_ClassificationObjectType,Committee Classification
Committee_Definition_DataType,Publishable,boolean,Publishable
Committee_Definition_DataType,External_URL_Reference,External_URLObjectType,External URL
Committee_Definition_DataType,Committee_Attachment_Data,Committee_Attachment_DataType,
Committee_Definition_DataType,Committee_Definition_Snapshot_Data,Committee_Definition_Snapshot_DataType,
Maintain_Committee_Definition_ResponseType,Committee_Definition_Reference,CommitteeObjectType,Committee Definition Reference
Committee_Definition_Snapshot_DataType,Effective_Date,date,Effective Date
Committee_Definition_Snapshot_DataType,Committee_Name,string,Committee Name
Committee_Definition_Snapshot_DataType,Committee_Code,string,Committee Code
Committee_Definition_Snapshot_DataType,Sponsoring_Organization_Reference,Committee_Sponsoring_OrganizationObjectType,Sponsoring Organization
Committee_Definition_Snapshot_DataType,Job_Requisition_Reference,Job_RequisitionObjectType,Job Requisition
Committee_Definition_Snapshot_DataType,Superior_Committee_Reference,CommitteeObjectType,Superior Committee
Committee_Definition_Snapshot_DataType,Committee_Summary,RichText,Committee Summary
Committee_Definition_Snapshot_DataType,Committee_Purpose_-_Detailed,RichText,Committee Purpose -Detailed
Committee_Definition_Snapshot_DataType,Inactive,boolean,Inactive Flag
Committee_Definition_Snapshot_DataType,Committee_Membership_Target_Data_Reference,Committee_Membership_Targets_Data_SubeditType,
Get_Committee_Defintion_Request_ReferencesType,Committee_Definition_Reference,CommitteeObjectType,Committee Request Refereneces
Get_Committee_Defintion_Response_GroupType,Include_Reference,boolean,Include Request References
Get_Committee_Definition_RequestType,Request_References,Get_Committee_Defintion_Request_ReferencesType,
Get_Committee_Definition_RequestType,Request_Criteria,Get_Committee_Defintion_Request_CriteriaType,
Get_Committee_Definition_RequestType,Response_Filter,Response_FilterType,
Get_Committee_Definition_RequestType,Response_Group,Get_Committee_Defintion_Response_GroupType,
Committee_Definition_Response_DataType,Committee_Definition,Committee_DefinitionType,Wrapper for Committee Definition
Get_Committee_Definition_ResponseType,Request_References,Get_Committee_Defintion_Request_ReferencesType,
Get_Committee_Definition_ResponseType,Request_Criteria,Get_Committee_Defintion_Request_CriteriaType,
Get_Committee_Definition_ResponseType,Response_Filter,Response_FilterType,
Get_Committee_Definition_ResponseType,Response_Group,Get_Committee_Defintion_Response_GroupType,
Get_Committee_Definition_ResponseType,Response_Results,Response_ResultsType,
Get_Committee_Definition_ResponseType,Response_Data,Committee_Definition_Response_DataType,Committee Definition Response Data
Committee_DefinitionType,Committee_Definition_Reference,CommitteeObjectType,Committee Definition Instance
Committee_DefinitionType,Committee_Definition_Data,Committee_Definition_DataType,
Pay_Group_Assignment_Correct_or_Rescinded_Organization_DataType,Effective_Date,date,Effective Date of the original Assign Pay Group Event
Pay_Group_Assignment_Correct_or_Rescinded_Organization_DataType,Completed_On,dateTime,Completed Date
Pay_Group_Assignment_Correct_or_Rescinded_Organization_DataType,Event_Corrected,boolean,Pay Group Assignment Corrected?
Pay_Group_Assignment_Correct_or_Rescinded_Organization_DataType,Event_Rescinded,boolean,Pay Group Assignment Rescinded?
Pay_Group_Assignment_Correct_or_Rescinded_Organization_DataType,Original_Pay_Group_Reference,Pay_GroupObjectType,The original Pay Group that the Employee belonged to prior the Pay Group Assignment.
Pay_Group_Assignment_Correct_or_Rescinded_Organization_DataType,Proposed_Pay_Group_Reference,Pay_GroupObjectType,The Pay Group to which the Employee was to be assigned.
Employee_Probation_Period_Summary_DataType,Employee_Probation_Period_Detail_Data,Employee_Probation_Period_Detail_DataType,The Worker's Probation Period Data.
Business_Process_Attachment_DataType,File_Name,,Filename for the attachment.
Business_Process_Attachment_DataType,Event_Attachment_Description,string,Free form text comment about the attachment.
Business_Process_Attachment_DataType,Event_Attachment_Category_Reference,Event_Attachment_CategoryObjectType,Category of attachment.
Business_Process_Attachment_DataType,File,base64Binary,Binary file contents.
Business_Process_Attachment_DataType,Content_Type,,Text attribute identifying Content Type of the Attachment.
LGBT_Identification_Request_ReferencesType,LGBT_Identification_Reference,LGBT_IdentificationObjectType,A unique identifier used to reference a LGBT Identification
Get_LGBT_Identifications_RequestType,Request_References,LGBT_Identification_Request_ReferencesType,
Get_LGBT_Identifications_RequestType,Response_Filter,Response_FilterType,
LGBT_IdentificationType,LGBT_Identification_Reference,LGBT_IdentificationObjectType,A unique identifier used to reference a LGBT Identification
LGBT_IdentificationType,LGBT_Identification_Data,LGBT_Identification_DataType,Encapsulating element containing all LGBT Identification data.
LGBT_Identification_Response_DataType,LGBT_Identification,LGBT_IdentificationType,Reference element representing a unique instance of LGBT Identification
Get_LGBT_Identifications_ResponseType,Request_References,LGBT_Identification_Request_ReferencesType,Request References
Get_LGBT_Identifications_ResponseType,Response_Filter,Response_FilterType,Parameters that let you filter the data returned in the response. You can filter returned data by dates and page attributes.
Get_LGBT_Identifications_ResponseType,Response_Results,Response_ResultsType,"The ""Response_Results"" element contains summary information about the data that has been returned from your request including ""Total_Results"", ""Total_Pages"", and the current ""Page"" returned."
Get_LGBT_Identifications_ResponseType,Response_Data,LGBT_Identification_Response_DataType,Encapsulating element containing all LGBT Identification data.
LGBT_Identification_DataType,ID,string,The ID for the LGBT Identification (LGBT_Identification_ID).
LGBT_Identification_DataType,Name,string,The name of the LGBT Identification.
LGBT_Identification_DataType,Description,string,The description for the LGBT Identification.
LGBT_Identification_DataType,Location_Reference,Location_ContextObjectType,The country that the LGBT Identification is for.
LGBT_Identification_DataType,Inactive,boolean,The Inactive status for this LGBT Identification.
Put_LGBT_Identification_RequestType,LGBT_Identification_Reference,LGBT_IdentificationObjectType,A unique identifier used to reference a LGBT Identification
Put_LGBT_Identification_RequestType,LGBT_Identification_Data,LGBT_Identification_DataType,
Put_LGBT_Identification_ResponseType,LGBT_Identification_Reference,LGBT_IdentificationObjectType,A unique identifier used to reference a LGBT Identification
Specialty_Achievement_DataType,Specialty_Reference,Specialty_ParentObjectType,Enter the Speciality associated with the certification achievement.
Specialty_Achievement_DataType,Subspecialty_Reference,Specialty_ChildObjectType,Enter the subspecialty ID associated with the specialty.
Appointment_Specialty_DataType,ID,string,"Unique Identifier for the appointment specialty. If not entered, one will be generated."
Appointment_Specialty_DataType,Specialty_Reference,SpecialtyObjectType,Reference to Specialty
Appointment_Specialty_DataType,Academic_Unit_or_Academic_Unit_Hierarchy_Reference,Academic_Appointment_SetObjectType,Academic Unit or Academic Unit Hierarchy Reference
Appointment_Specialty_DataType,Inactive,boolean,A boolean flag to disable this appointment specialty from being assigned to any appointment
Put_Appointment_Specialty_RequestType,Appointment_Specialty_Reference,Appointment_SpecialtyObjectType,Unique Reference to the Appointment Specialty. Used to identify the Appointment Specialty to update. Leave blank on an Add.
Put_Appointment_Specialty_RequestType,Appointment_Specialty_Data,Appointment_Specialty_DataType,Data for Appointment Specialty
Put_Appointment_Specialty_ResponseType,Appointment_Specialty_Reference,Appointment_SpecialtyObjectType,Appointment Specialty Reference
Appointment_Specialty_Request_ReferencesType,Appointment_Specialty_Reference,Appointment_SpecialtyObjectType,Utilize the Request References element to retrieve a specific instance(s) of an Appointment Specialty and its associated data.
Appointment_Specialty_Response_GroupType,Include_Reference,boolean,Boolean flag to include Reference in response.
Get_Appointment_Specialties_RequestType,Request_References,Appointment_Specialty_Request_ReferencesType,Utilize the Request References element to retrieve a specific instance(s) of an Appointment Specialty and its associated data
Get_Appointment_Specialties_RequestType,Request_Criteria,Appointment_Specialty_Request_CriteriaType,Appointment Specialty Request Criteria
Get_Appointment_Specialties_RequestType,Response_Filter,Response_FilterType,Parameters that let you filter the data returned in the response. You can filter returned data by dates and page attributes.
Get_Appointment_Specialties_RequestType,Response_Group,Appointment_Specialty_Response_GroupType,Appointment Specialty Response Group
Appointment_SpecialtyType,Appointment_Specialty_Reference,Appointment_SpecialtyObjectType,Appointment Specialty Reference
Appointment_SpecialtyType,Appointment_Specialty_Data,Appointment_Specialty_DataType,
Appointment_Specialty_Response_DataType,Appointment_Specialty,Appointment_SpecialtyType,Appointment Specialty
Get_Appointment_Specialties_ResponseType,Request_References,Appointment_Specialty_Request_ReferencesType,
Get_Appointment_Specialties_ResponseType,Request_Criteria,Appointment_Specialty_Request_CriteriaType,
Get_Appointment_Specialties_ResponseType,Response_Filter,Response_FilterType,
Get_Appointment_Specialties_ResponseType,Response_Group,Appointment_Specialty_Response_GroupType,
Get_Appointment_Specialties_ResponseType,Response_Results,Response_ResultsType,
Get_Appointment_Specialties_ResponseType,Response_Data,Appointment_Specialty_Response_DataType,Appointment Specialty Response Data
Committee_Membership_Targets_Data_SubeditType,Committee_Membership_Target_Reference,Committee_Membership_TargetObjectType,Membership Target Class that is created/updated
Committee_Membership_Targets_Data_SubeditType,Committee_Membership_Type_Reference,Committee_Membership_TypeObjectType,Member type for Target
Committee_Membership_Targets_Data_SubeditType,Target_Quantity,,Number of Member types targeted
Committee_Membership_Targets_Data_SubeditType,Unlimited_Quantity,boolean,Number of Member Types targeted is unlimited
End_Collective_Agreement_Assignment_Event_DataType,Worker_Reference,WorkerObjectType,The Worker for End Collective Agreement Assignment
End_Collective_Agreement_Assignment_Event_DataType,Position_Reference,Position_ElementObjectType,The Position for End Collective Agreement Assignment
End_Collective_Agreement_Assignment_Event_DataType,Effective_Date,date,Effective Date of the End Collective Agreement Assignment for the Worker
End_Collective_Agreement_Assignment_Event_DataType,Request_Compensation_Change_Sub_Process,Request_Compensation_For_Collective_Agreement_Sub_Business_ProcessType,Wrapper element for Request Compensation Change sub business process. Make ad hoc changes to an individual employee's compensation.
End_Collective_Agreement_Assignment_Event_RequestType,Business_Process_Parameters,Business_Process_ParametersType,Business process parameters
End_Collective_Agreement_Assignment_Event_RequestType,End_Collective_Agreement_Assignment_Data,End_Collective_Agreement_Assignment_Event_DataType,"Worker, Position, and Effective Date data"
End_Collective_Agreement_Assignment_Event_ResponseType,End_Collective_Agreement_Event_Reference,Unique_IdentifierObjectType,The reference to the generated End Collective Agreement Assignment Event
Committee_Meeting_Request_ReferencesType,Committee_Meeting_Reference,Committee_MeetingObjectType,Reference for Committee Meeting
Committee_Meeting_Response_GroupType,Include_Reference,boolean,boolean that checks on whether or not to include the reference ID
Get_Committee_Meetings_RequestType,Request_References,Committee_Meeting_Request_ReferencesType,References for Committee Meeting
Get_Committee_Meetings_RequestType,Request_Criteria,Committee_Meeting_Request_CriteriaType,Request Criteria for Committee meeting
Get_Committee_Meetings_RequestType,Response_Filter,Response_FilterType,
Get_Committee_Meetings_RequestType,Response_Group,Committee_Meeting_Response_GroupType,
Committee_MeetingType,Committee_Meeting_Reference,Committee_MeetingObjectType,container for the created committee meeting
Committee_MeetingType,Committee_Meeting_Data,Committee_Meeting_DataType,
Committee_Meeting_Response_DataType,Committee_Meeting,Committee_MeetingType,
Get_Committee_Meetings_ResponseType,Request_References,Committee_Meeting_Request_ReferencesType,Reference filters
Get_Committee_Meetings_ResponseType,Request_Criteria,Committee_Meeting_Request_CriteriaType,Criteria filters
Get_Committee_Meetings_ResponseType,Response_Filter,Response_FilterType,
Get_Committee_Meetings_ResponseType,Response_Group,Committee_Meeting_Response_GroupType,Response group
Get_Committee_Meetings_ResponseType,Response_Results,Response_ResultsType,
Get_Committee_Meetings_ResponseType,Response_Data,Committee_Meeting_Response_DataType,
Committee_Meeting_DataType,Committee_Meeting_ID,string,Reference ID for the Committee Meeting
Committee_Meeting_DataType,Committee_Reference,CommitteeObjectType,Committee for the Committee Meeting
Committee_Meeting_DataType,Committee_Meeting_Status_Reference,Committee_Meeting_StatusObjectType,Committee Meeting Status
Committee_Meeting_DataType,Committee_Meeting_Host,string,Host
Committee_Meeting_DataType,Committee_Meeting_Type_Reference,Committee_Meeting_TypeObjectType,Committee Meeting Type
Committee_Meeting_DataType,Committee_Meeting_Subject,string,Committee Meeting Subject
Committee_Meeting_DataType,Committee_Meeting_Abstract,RichText,Summary of the committee meeting
Committee_Meeting_DataType,Committee_Meeting_Date,date,Date the committee meeting will take place
Committee_Meeting_DataType,Committee_Meeting_Time,time,Time the committee meeting will take place
Committee_Meeting_DataType,Committee_Meeting_Time_Zone_Reference,Time_ZoneObjectType,Time Zone the committee meeting time and date are based off of
Committee_Meeting_DataType,Duration_in_Hours,,Duration of the meeting in hours
Committee_Meeting_DataType,Committee_Meeting_Location,string,Location of the meeting
Committee_Meeting_DataType,Committee_Meeting_Invite_All_Members,boolean,All members in the committee as of the meeting date.
Committee_Meeting_DataType,Committee_Member_Reference,Committee_Member_EnabledObjectType,Committee members that are participating in the meeting
Committee_Meeting_DataType,Committee_Meeting_Attendee_Reference,Committee_Member_EnabledObjectType,Committee members that attended the meeting
Committee_Meeting_DataType,Committee_Meeting_Minutes_Data,Committee_Meeting_Minutes_SubDataType,Meeting minutes
Committee_Meeting_DataType,Attachments,Committee_Meeting_AttachmentsType,Attachments for the meeting
Committee_Meeting_DataType,Committee_Meeting_Action_Item_Data,Committee_Meeting_Action_Item_Sub_DataType,Action Items for the meeting
Committee_Meeting_DataType,Committee_Meeting_Agenda_Item_Data,Committee_Meeting_Agenda_Item_Data_SubeditType,Meeting Agenda
Put_Committee_Meeting_RequestType,Committee_Meeting_Reference,Committee_MeetingObjectType,Committee meeting reference
