wd_entity,wd_field,wd_type,wd_description
Proposed_Salary_Unit_Plan_Assignment_DataType,Per_Unit_Amount,,Amount per unit of the unit salary plan. Decimal precision of the amount must match the currency. Required if there is no default amount for the plan.
Proposed_Salary_Unit_Plan_Assignment_DataType,Currency_Reference,CurrencyObjectType,Currency of the unit amount. Required if there is no default currency for the plan.
Proposed_Salary_Unit_Plan_Assignment_DataType,Default_Units,,Number of units to assign.
Proposed_Salary_Unit_Plan_Assignment_DataType,Frequency_Reference,FrequencyObjectType,Frequency of the unit salary plan.
Proposed_Salary_Unit_Plan_Assignment_DataType,Actual_End_Date,date,Actual End Date for the plan assignment.
Proposed_Salary_Unit_Plan_Assignment_Container_DataType,Unit_Salary_Plan_Sub_Data,Proposed_Salary_Unit_Plan_Assignment_DataType,Encapsulating element containing all Unit Salary Plan Compensation data.
Proposed_Allowance_Plan_Assignment_DataType,Allowance_Plan_Reference,Allowance_Value_PlanObjectType,Allowance Plan to update or assign. Does not default for Request Compensation Change.
Proposed_Allowance_Plan_Assignment_DataType,Percent,,Percent for the allowance plan. Required if percent allowance plan is entered and there is no default percent for the plan. The amount will be calculated using this percent. Mutually exclusive from the amount.
Proposed_Allowance_Plan_Assignment_DataType,Amount,,Amount for the allowance plan. Decimal precision of the amount must match the currency. Required if amount allowance plan is entered and there is no default amount for the plan. Mutually exclusive from the percent.
Proposed_Allowance_Plan_Assignment_DataType,Manage_by_Compensation_Basis_Override_Amount,,This field allows an override amount to be specified for workerswho are managed by compensation basis.
Proposed_Allowance_Plan_Assignment_DataType,Currency_Reference,CurrencyObjectType,Currency of the allowance plan. Required if amount allowance plan is entered and there is no default currency for the plan.
Proposed_Allowance_Plan_Assignment_DataType,Frequency_Reference,FrequencyObjectType,Frequency of the allowance plan. Required if there is no default frequency for the plan.
Proposed_Allowance_Plan_Assignment_DataType,Expected_End_Date,date,Expected end date for the plan assignment.
Proposed_Allowance_Plan_Assignment_DataType,Reimbursement_Start_Date,date,Reimbursement Start Date.
Proposed_Allowance_Plan_Assignment_DataType,Actual_End_Date,date,Actual End Date for the plan assignment.
Proposed_Allowance_Plan_Assignment_DataType,Fixed_for_Manage_by_Basis_Total,boolean,This field allows a plan assignment for a remainder plan in the compensation basis algorithm to be considered a fixed plan assignment. This field is only valid for plans in the PCB of a worker that is managed by basis total where the plan allows override. The flag will be ignored if the conditions are not met.
Proposed_Allowance_Plan_Assignment_Container_DataType,Allowance_Plan_Sub_Data,Proposed_Allowance_Plan_Assignment_DataType,Encapsulating element containing all Allowance Plan Compensation data.
Proposed_Allowance_Unit_Plan_Assignment_DataType,Unit_Allowance_Plan_Reference,Allowance_Unit_PlanObjectType,Unit Allowance Plan to update or assign. Does not default for Request Compensation Change.
Proposed_Allowance_Unit_Plan_Assignment_DataType,Number_of_Units,,Number of units to assign. Required if there is no default number of units for the plan.
Proposed_Allowance_Unit_Plan_Assignment_DataType,Frequency_Reference,FrequencyObjectType,Frequency of the unit allowance plan. Required if there is no default frequency for the plan.
Proposed_Allowance_Unit_Plan_Assignment_DataType,Per_Unit_Amount,,Amount per unit of the unit allowance plan. Required if there is no default amount per unit for the plan.
Proposed_Allowance_Unit_Plan_Assignment_DataType,Currency_Reference,CurrencyObjectType,Currency of the unit amount. Required if there is no default currency for the plan.
Proposed_Allowance_Unit_Plan_Assignment_DataType,Reimbursement_Start_Date,date,Reimbursement Start Date.
Proposed_Allowance_Unit_Plan_Assignment_DataType,Actual_End_Date,date,Actual End Date for the plan assignment.
Proposed_Allowance_Unit_Plan_Assignment_DataType,Fixed_for_Manage_by_Basis_Total,boolean,This field allows a plan assignment for a remainder plan in the compensation basis algorithm to be considered a fixed plan assignment. This field is only valid for plans in the PCB of a worker that is managed by basis total where the plan allows override. The flag will be ignored if the conditions are not met.
Proposed_Allowance_Unit_Plan_Assignment_Container_DataType,Unit_Allowance_Plan_Sub_Data,Proposed_Allowance_Unit_Plan_Assignment_DataType,Encapsulating element containing all Unit Allowance Plan Compensation data.
Proposed_Bonus_Plan_Assignment_DataType,Bonus_Plan_Reference,Bonus_PlanObjectType,Bonus Plan to update or assign. Does not default for Request Compensation Change.
Proposed_Bonus_Plan_Assignment_DataType,Individual_Target_Amount,,"Individual target amount that overrides the default target percent on the plan, provided Allow Target Override is enabled on the plan. Mutually exclusive from Individual Target Percent."
Proposed_Bonus_Plan_Assignment_DataType,Individual_Target_Percent,,"Individual target percent that overrides the default target percent on the plan, provided Allow Target Override is enabled on the plan. Mutually exclusive from Individual Target Amount."
Proposed_Bonus_Plan_Assignment_DataType,Manage_by_Compensation_Basis_Override_Amount,,This field allows an override amount to be specified for workerswho are managed by compensation basis.
Proposed_Bonus_Plan_Assignment_DataType,Guaranteed_Minimum,boolean,"If true, employee is guaranteed the minimum for the bonus plan."
Proposed_Bonus_Plan_Assignment_DataType,Percent_Assigned,,"Percent of the bonus assigned. If none entered, default is 100%."
Proposed_Bonus_Plan_Assignment_DataType,Actual_End_Date,date,Actual End Date for the plan assignment.
Proposed_Bonus_Plan_Assignment_DataType,Fixed_for_Manage_by_Basis_Total,boolean,This field allows a plan assignment for a remainder plan in the compensation basis algorithm to be considered a fixed plan assignment. This field is only valid for plans in the PCB of a worker that is managed by basis total where the plan allows override. The flag will be ignored if the conditions are not met.
Proposed_Bonus_Plan_Assignment_Container_DataType,Bonus_Plan_Sub_Data,Proposed_Bonus_Plan_Assignment_DataType,Encapsulating element containing all Bonus Plan Compensation data.
Proposed_Merit_Plan_Assignment_DataType,Merit_Plan_Reference,Merit_PlanObjectType,Merit Plan to update or assign. Does not default for Request Compensation Change.
Proposed_Merit_Plan_Assignment_DataType,Individual_Target_Amount,,"Individual target amount that overrides the default target amount on the plan, provided Allow Target Override is enabled on the plan. Mutually exclusive from Individual Target Percent."
Proposed_Merit_Plan_Assignment_DataType,Individual_Target_Percent,,"Individual target percent that overrides the default target percent on the plan, provided Allow Target Override is enabled on the plan. Mutually exclusive from Individual Target Amount."
Proposed_Merit_Plan_Assignment_DataType,Guaranteed_Minimum,boolean,"If true, employee is guaranteed the minimum for the merit plan."
Proposed_Merit_Plan_Assignment_DataType,Actual_End_Date,date,Actual End Date for the plan assignment.
Proposed_Merit_Plan_Assignment_Container_DataType,Merit_Plan_Sub_Data,Proposed_Merit_Plan_Assignment_DataType,Encapsulating element containing all Merit Plan Compensation data.
Proposed_Commission_Plan_Assignment_DataType,Commission_Plan_Reference,Commission_PlanObjectType,Commission plan to update or assign. Does not default for Request Compensation Change.
Proposed_Commission_Plan_Assignment_DataType,Target_Amount,,Target amount for the Commission Plan.
Proposed_Commission_Plan_Assignment_DataType,Currency_Reference,CurrencyObjectType,Currency for the Commission Plan. Required if the target amount is entered and there is no default currency for the plan.
Proposed_Commission_Plan_Assignment_DataType,Frequency_Reference,FrequencyObjectType,Frequency for the Commission Plan. Required if the target amount is entered and there is no default amount for the plan.
Proposed_Commission_Plan_Assignment_DataType,Draw_Amount,,Draw amount for the Commission Plan.
Proposed_Commission_Plan_Assignment_DataType,Draw_Frequency_Reference,FrequencyObjectType,Reference element representing a unique instance of Frequency for the Draw Amount.
Proposed_Commission_Plan_Assignment_DataType,Draw_Duration,string,Description of the duration of the draw amount. For informational purposes.
Proposed_Commission_Plan_Assignment_DataType,Recoverable,boolean,"If true, the compensation element is recoverable."
Proposed_Commission_Plan_Assignment_DataType,Actual_End_Date,date,Actual End Date for the plan assignment.
Proposed_Commission_Plan_Assignment_DataType,Fixed_for_Manage_by_Basis_Total,boolean,This field allows a plan assignment for a remainder plan in the compensation basis algorithm to be considered a fixed plan assignment. This field is only valid for plans in the PCB of a worker that is managed by basis total where the plan allows override. The flag will be ignored if the conditions are not met.
Proposed_Commission_Plan_Assignment_Container_DataType,Commission_Plan_Sub_Data,Proposed_Commission_Plan_Assignment_DataType,Encapsulating element containing all Commission Plan Compensation data.
Performance_Review_DataType,Performance_Review_Reference,Performance_ReviewObjectType,Contains a reference to latest completed performance review for the employee.
Performance_Review_DataType,Review_Data,Employee_Review_Details_DataType,Contains the information about the performance review for the employee.
Employee_Review_Details_DataType,Manager_Reference,WorkerObjectType,The manager for this review.
Employee_Review_Details_DataType,Review_Type_Reference,Review_TypeObjectType,The type of review.
Employee_Review_Details_DataType,Review_Template_Reference,Employee_Review_TemplateObjectType,The review template that was used as a basis for the review.
Employee_Review_Details_DataType,Review_Initiated_Date,dateTime,The date the review was started (i.e. first created).
Employee_Review_Details_DataType,Period_Start_Date,date,The date the review period began.
Employee_Review_Details_DataType,Period_End_Date,date,The date the review period ended.
Employee_Review_Details_DataType,Self_Evaluation_Data,Self_Evaluation_Detail_DataType,Contains the evaluation information that was filled out by the employee.
Employee_Review_Details_DataType,Manager_Evaluation_Data,Manager_Evaluation_Detail_DataType,Contains the evaluation information that was filled out by the manager.
Self_Evaluation_Detail_DataType,Overall_Data,Overall_Evaluation_Detail_DataType,"The overall section evaluation information (rating, comments) from the employee."
Overall_Evaluation_Detail_DataType,Rating_Reference,Review_RatingObjectType,The overall rating assigned to the review.
Overall_Evaluation_Detail_DataType,Comment,RichText,The overall comment assigned to the review.
Manager_Evaluation_Detail_DataType,Overall_Data,Overall_Evaluation_Detail_DataType,"The overall section evaluation information (rating, comments) from the manager."
Military_Service_Sub_DataType,Military_Status_Reference,Military_StatusObjectType,Reference for the person's Military status.
Military_Service_Sub_DataType,Military_Discharge_Date,date,Date the person was discharged from the Military.
Military_Service_Sub_DataType,Military_Status_Begin_Date,date,Begin Date for Military Service status.
Military_Service_Sub_DataType,Military_Service_Type_Reference,Military_Service_TypeObjectType,Service type for Military Service.
Military_Service_Sub_DataType,Military_Rank_Reference,Military_RankObjectType,Military Rank for Military Service type.
Military_Service_Sub_DataType,Notes,RichText,Notes for Military Service.
Military_Service_Sub_DataType,Military_Discharge_Type_Reference,Military_Discharge_TypeObjectType,Reference for the person's Military Discharge Type.
Change_Personal_Information_DataType,Date_of_Birth,date,Person's Date of Birth.
Change_Personal_Information_DataType,Birth_Country_Reference,CountryObjectType,Country where the person was born.
Change_Personal_Information_DataType,Birth_Region_Reference,Country_RegionObjectType,Country Region where the person was born.
Change_Personal_Information_DataType,Gender_Reference,GenderObjectType,Reference to the Gender of the person.
Change_Personal_Information_DataType,Reporting_Gender_Reference,GenderObjectType,Reference for the person's Reporting Gender.
Change_Personal_Information_DataType,Disability_Information_Data,Disability_Information_DataType,
Change_Personal_Information_DataType,Marital_Status_Reference,Marital_StatusObjectType,Reference for the person's Marital Status.
Change_Personal_Information_DataType,Citizenship_Reference,Citizenship_StatusObjectType,Reference for the person's Citizenship Status.
Change_Personal_Information_DataType,Primary_Nationality_Reference,Country_and_NationalityObjectType,Reference for the person's Country of Nationality
Change_Personal_Information_DataType,Additional_Nationality_Reference,Country_and_NationalityObjectType,List of Additional Nationalities for the person. This is a list of countries.
Change_Personal_Information_DataType,Ethnicity_Reference,EthnicityObjectType,Reference for the person's Ethnicities.
Change_Personal_Information_DataType,Race_Ethnicity_Details_Reference,Ethnicity_DetailsObjectType,Reference for the person's Ethnicity Details.
Change_Personal_Information_DataType,Hispanic_or_Latino,boolean,Boolean to indicate if a person is Hispanic or Latino.
Change_Personal_Information_DataType,Visual_Survey_Ethnicity_Reference,EthnicityObjectType,Reference to person's Visual Survey Ethnicities.
Change_Personal_Information_DataType,Hispanic_or_Latino_for_Visual_Survey,boolean,Boolean reference to person's Visual Survey for Hispanic or Latino.
Change_Personal_Information_DataType,Aboriginal_Indigenous_Identification_Reference,Aboriginal_Indigenous_Identification_SelectionObjectType,Reference for a person's Aboriginal/Indigenous Identification.
Change_Personal_Information_DataType,Aboriginal_Indigenous_Identification_Details_Reference,Aboriginal_Indigenous_DetailsObjectType,Reference for a person's Aboriginal/Indigenous Identification Details.
Change_Personal_Information_DataType,Religion_Reference,ReligionObjectType,Reference for a person's Religions.
Change_Personal_Information_DataType,Hukou_Region_Reference,Country_RegionObjectType,Country region on the Hukou of the person. This field is only available for the country China and the person with citizenship status of China.
Change_Personal_Information_DataType,Hukou_Subregion_Reference,Country_SubregionObjectType,Country subregion on the Hukou of the person. This field is only available for the country China and the person with citizenship status of China.
Change_Personal_Information_DataType,Hukou_Locality,string,Locality on the Hukou of the person. This field is only available for the country China and the person with citizenship status of China.
Change_Personal_Information_DataType,Hukou_Postal_Code,string,Hukou postal code for the person. This field is only available for the country China and the person with citizenship status of China.
Change_Personal_Information_DataType,Hukou_Type_Reference,Hukou_TypeObjectType,Hukou type on the Hukou of the person. This field is only available for the country China and the person with citizenship status of China.
Change_Personal_Information_DataType,Native_Region_Reference,Country_RegionObjectType,Native region on the Hukou of the person. This field is only available for the country China and the person with citizenship status of China.
Change_Personal_Information_DataType,Personnel_File_Agency,string,Personnel File Agency is used in China to indicate where workers have their personnel file stored.
Change_Personal_Information_DataType,Military_Information_Data,Military_Information_DataType,
Change_Personal_Information_DataType,Political_Affiliation_Reference,Political_AffiliationObjectType,Person's Political Affiliation.
Change_Personal_Information_DataType,Date_of_Death,date,Person's Date of Death.
Change_Personal_Information_DataType,City_of_Birth,string,Person's City of Birth (Text Only).
Change_Personal_Information_DataType,City_of_Birth_Reference,Country_CityObjectType,Person's City of Birth (Prompt Value).
Change_Personal_Information_DataType,Marital_Status_Date,date,Person's Marital Status Date.
Change_Personal_Information_DataType,Last_Medical_Exam_Date,date,Date of person's most recent Medical Examination.
Change_Personal_Information_DataType,Last_Medical_Exam_Valid_To,date,Expiration date of person's most recent Medical Examination.
Change_Personal_Information_DataType,Medical_Exam_Notes,string,Notes for the person's most recent Medical Examination.
Change_Personal_Information_DataType,Blood_Type_Reference,Blood_TypeObjectType,Person's Blood Type.
Change_Personal_Information_DataType,Uses_Tobacco,boolean,"True if the person uses tobacco. To update a person's Tobacco Use, use the Put Worker Wellness Data web service."
Change_Personal_Information_DataType,Social_Benefits_Locality_Reference,Social_Benefits_LocalityObjectType,Person's social benefits locality.
Change_Personal_Information_DataType,LGBT_Identification_Reference,LGBT_IdentificationObjectType,Person's sexual orientation and gender identity.
Change_Personal_Information_DataType,Sexual_Orientation_Reference,Sexual_OrientationObjectType,Reference to the sexual orientation of the person.
Change_Personal_Information_DataType,Gender_Identity_Reference,Gender_IdentityObjectType,Reference to the gender identity of the person.
Change_Personal_Information_DataType,Pronoun_Reference,PronounObjectType,Reference to the Pronoun of the person.
Change_Personal_Information_DataType,Relative_Name_Information_Data,Relative_Name_Information_DataType,
Change_Personal_Information_DataType,Veterans_Preference_For_RIF_Reference,Common_Boolean_EnumerationObjectType,Put Veteran's Preference for RIF
Change_Personal_Information_DataType,Selective_Service_Registration_Reference,Common_Boolean_EnumerationObjectType,Put Selective Service Registration
Change_Personal_Information_DataType,Veterans_Preference_Reference,Veterans_PreferenceObjectType,Put Veteran's Preference
Change_Personal_Information_DataType,Active_Military_Uniformed_Service_Reference,Common_Boolean_EnumerationObjectType,Put Active Military Uniformed Service field.
Change_Personal_Information_DataType,Disabled_Veteran_Leave_Date_Reference,date,Put Disabled Veteran Leave Date field.
Change_Personal_Information_DataType,Uniform_Service_Reserve_Status_Reference,Uniform_Service_Reserve_StatusObjectType,Put Uniform Service Reserve Status.
Worker_Document_WWSType,Worker_Document_Reference,Worker_DocumentObjectType,The reference to the worker document.
Worker_Document_WWSType,Worker_Document_Detail_Data,Worker_Document_Details_DataType,"The information about the worker document, such as the category and file."
Worker_Document_Details_DataType,Document_Category_Reference,Document_Category__All_ObjectType,The category that the worker document is for.
Worker_Document_Details_DataType,Filename,,The name of the worker document file.
Worker_Document_Details_DataType,Comment,string,A comment about the worker document.
Worker_Document_Details_DataType,File,base64Binary,The document that was attached for the worker.
Performance_Improvement_Plan_DataType,Performance_Improvement_Plan_Reference,Performance_Improvement_PlanObjectType,Contains a reference to latest completed performance improvement plan for the employee.
Performance_Improvement_Plan_DataType,Review_Data,Employee_Review_Details_DataType,Contains the information about the performance improvement plan for the employee.
Disciplinary_Action_DataType,Disciplinary_Action_Reference,Disciplinary_ActionObjectType,Contains a reference to latest completed disciplinary action for the employee.
Disciplinary_Action_DataType,Disciplinary_Action_Reason_Reference,Disciplinary_Action_ReasonObjectType,The reason why the disciplinary action was taken.
Disciplinary_Action_DataType,Disciplinary_Action_Related_To_Reference,Disciplinary_ActionObjectType,The prior disciplinary action(s) that this is related to.
Disciplinary_Action_DataType,Review_Data,Employee_Review_Details_DataType,Contains the information about the disciplinary action for the employee.
Development_Plan_DataType,Development_Plan_Reference,Development_PlanObjectType,Contains a reference to latest completed development plan for the employee.
Development_Plan_DataType,Review_Data,Employee_Review_Details_DataType,Contains the information about the development plan for the employee.
Position_Detail_DataType,Position_Reference,Position_ElementObjectType,Reference to the position.
Position_Detail_DataType,Headcount_Reference,Headcount_RestrictionsObjectType,An unique identifier for the Headcount Group that the Position belongs to. This will return a value only if the Position belongs to a headcount. Any value put in this field for inbound web services will be ignored.
Position_Detail_DataType,Position_ID,string,Text attribute identifying Position ID.
Position_Detail_DataType,Position_Title,string,Text attribute identifying Position Title.
Position_Detail_DataType,Business_Title,string,Business title for the position.
Position_Detail_DataType,Start_Date,date,Date the Worker first started work in this Position. Will be the same value as the Hire Date in the Worker Status Section for the Primary Position.
Position_Detail_DataType,End_Employment_Date,date,Expected end of employment for this position. Will be the same value as the End Employment Date in the Worker Status Section for the Primary Position.
Position_Detail_DataType,End_Employment_Reason_Reference,Event_Classification_SubcategoryObjectType,Termination/End Additional Job Reason
Position_Detail_DataType,Worker_Type_Reference,Position_Worker_TypeObjectType,The worker type for the position.
Position_Detail_DataType,Position_Time_Type_Reference,Position_Time_TypeObjectType,Reference to the position time type.
Position_Detail_DataType,Job_Exempt,boolean,Boolean attribute identifying whether Position is Exempt.
Position_Detail_DataType,Scheduled_Weekly_Hours,,Scheduled Weekly Hours for Position.
Position_Detail_DataType,Default_Weekly_Hours,,Standard Weekly Hours for Position.
Position_Detail_DataType,Working_Time_Frequency_Reference,FrequencyObjectType,You can record details about a worker's expected schedule using the Working Time section. Enable Working Time in the Maintain Localization Settings task. Set the Working Time Frequency values in the Maintain Frequencies task.
Position_Detail_DataType,Working_Time_Unit_Reference,Working_Time_UnitObjectType,The Working Time Unit can be in hours or days. Enable Working Time in the Maintain Localization Settings task. Enable units in the Maintain Unit of Time task.
Position_Detail_DataType,Working_Time_Value,,The numeric value of the Working Time Unit. Enable Working Time in the Maintain Localization Settings task.
Position_Detail_DataType,Full_Time_Equivalent_Percentage,,Full Time Equivalent Percentage for Position.
Position_Detail_DataType,Specify_Paid_FTE,boolean,True if Paid FTE Percentage is specified on the position.
Position_Detail_DataType,Paid_FTE,,"The paid full time equivalent percentage for the position, entered as a decimal value. This overrides the calculated full time equivalent."
Position_Detail_DataType,Specify_Working_FTE,boolean,True if Working FTE Percentage is specified on the position.
Position_Detail_DataType,Working_FTE,,"The working full time equivalent percentage for the position, entered as a decimal value. This overrides the calculated full time equivalent."
Position_Detail_DataType,Exclude_from_Headcount,boolean,"If Y, the position will be excluded from headcount reporting."
Position_Detail_DataType,Pay_Rate_Type_Reference,Pay_Rate_TypeObjectType,Reference to the pay rate type for the position.
Position_Detail_DataType,Job_Classification_Summary_Data,Job_Classification_Summary_DataType,
Position_Detail_DataType,Company_Insider_Reference,Company_Insider_TypeObjectType,Reference to a company insider type.
Position_Detail_DataType,Work_Shift_Reference,Work_ShiftObjectType,Reference to the work shift for the position.
Position_Detail_DataType,Work_Hours_Profiles_Reference,Work_Hours_ProfileObjectType,The work hour profile(s) for the position.
Position_Detail_DataType,Federal_Withholding_FEIN,string,The employee's company Federal Employer Identification Number.
Position_Detail_DataType,Worker_Compensation_Code_Data,Worker_Compensation_Code_DataType,The worker's compensation code for this position - based on the location and job profile.
Position_Detail_DataType,Position_Payroll_Reporting_Code_Data,Position_Payroll_Reporting_Code_DataType,
Position_Detail_DataType,Job_Profile_Summary_Data,Job_Profile_in_Position_Summary_DataType,Contains the job profile for the position.
Position_Detail_DataType,Business_Site_Summary_Data,Location_Summary_DataType,Encapsulating element containing a brief summary of Location data.
Position_Detail_DataType,Payroll_Interface_Processing_Data,Position_Payroll_Interface_Detail_DataType,Encapsulating element containg all Payroll Interface Processing data.
Position_Detail_DataType,Regular_Paid_Equivalent_Hours,,Numeric value for number of equivalent regular paid hours for the work hours profile.
Position_Detail_DataType,Worker_Hours_Profile_Classification,,The Worker Hours Profile Classification.
Position_Detail_DataType,International_Assignment_Data,International_Assignment_DataType,
Position_Detail_DataType,Work_Space__Reference,LocationObjectType,The work space (worker's physical location) for the position.
Position_Detail_DataType,Academic_Pay_Setup_Data,Academic_Pay_Setup_DataType,Wrapper element that contains position's academic pay setup information if it is configured.
Position_Detail_DataType,End_Date,date,The effective date of the end employment business process
Position_Detail_DataType,Pay_Through_Date,date,The pay through date for the end of employment
Position_Detail_DataType,Collective_Agreement_Summary_Data,Collective_Agreement_Summary_DataType,Encapsulating element containing all Collective Agreement data. Including Corrected data.
Position_Detail_DataType,Employee_Probation_Period_Summary_Data,Employee_Probation_Period_Summary_DataType,Encapsulating element containing all Probation Period data.
Position_Detail_DataType,Manager_as_of_last_detected_manager_change_Reference,WorkerObjectType,Return the worker's new manager(s) during the most recent manager change event detected by manager compare background process. The background process may detect manager changes at a later time then when the manager change actually occurred. This field only applies for the primary job of the worker.
Location_Summary_DataType,Location_Reference,LocationObjectType,A reference to a location.
Location_Summary_DataType,Name,string,The name of the location.
Location_Summary_DataType,Location_Type_Reference,Location_TypeObjectType,The type(s) of a location.
Location_Summary_DataType,Local_Reference,LocaleObjectType,The locale for the location.
Location_Summary_DataType,Display_Language_Reference,User_LanguageObjectType,The default user language for this location.
Location_Summary_DataType,Time_Profile_Reference,Time_ProfileObjectType,The time profile for the location.
Location_Summary_DataType,Scheduled_Weekly_Hours,,The scheduled weekly hours from the location's time profile.
Location_Summary_DataType,Address_Data,Address_Information_DataType,Address information
Position_Payroll_Interface_Detail_DataType,Effective_Date,date,Effective Date for Payroll Interface Processing.
Position_Payroll_Interface_Detail_DataType,Pay_Rate_Type_Reference,Pay_Rate_TypeObjectType,Reference to the pay rate type for the position.
Position_Payroll_Interface_Detail_DataType,Frequency_Reference,FrequencyObjectType,Reference to a Frequency.
Position_Payroll_Interface_Detail_DataType,Pay_Group_Reference,External_Pay_GroupObjectType,The external pay group for the position.
Position_Payroll_Interface_Detail_DataType,Payroll_Entity_Reference,External_Payroll_EntityObjectType,The external payroll entity for the position.
Position_Payroll_Interface_Detail_DataType,External_Employee_Type_Reference,External_Payroll_Employee_TypeObjectType,A unique identifier for the external employee type.
Position_Payroll_Interface_Detail_DataType,Payroll_File_Number,string,The external payroll file number for the position.
Worker_Status_Detail_DataType,Active,boolean,Boolean attribute identifying whether the Worker is Active.
Worker_Status_Detail_DataType,Active_Status_Date,date,The most recent date the employee's status was changed.
Worker_Status_Detail_DataType,Hire_Date,date,The most recent hire date for the employee or contract start date for the contingent worker.
Worker_Status_Detail_DataType,Original_Hire_Date,date,Earliest Hire Date for the Worker.
Worker_Status_Detail_DataType,Hire_Reason_Reference,General_Event_SubcategoryObjectType,Reason for Hire from the most recent Hire event.
Worker_Status_Detail_DataType,End_Employment_Date,date,Employment End Date for the Worker. This field is informational only. The value is effective immediately on update.
Worker_Status_Detail_DataType,Continuous_Service_Date,date,Continuous Service Date for the Worker.
Worker_Status_Detail_DataType,First_Day_of_Work,date,First Day of Work only applies to the Payroll web service.
Worker_Status_Detail_DataType,Expected_Retirement_Date,date,Expected retirement date for the worker.
Worker_Status_Detail_DataType,Retirement_Eligibility_Date,date,Retirement Eligibility Date for the Worker.
Worker_Status_Detail_DataType,Retired,boolean,Boolean attribute identifying whether the Worker is currently retired.
Worker_Status_Detail_DataType,Retirement_Date,date,Most recent Retirement Date.
Worker_Status_Detail_DataType,Seniority_Date,date,Seniority date for the worker. Defaults to hire date.
Worker_Status_Detail_DataType,Severance_Date,date,Severance date for the worker.
Worker_Status_Detail_DataType,Benefits_Service_Date,date,"The Benefits Service Date in the employee's service dates. If empty, Workday will use the existing date."
Worker_Status_Detail_DataType,Company_Service_Date,date,"The Company Service Date in the employee's service dates. If empty, Workday will use the existing date."
Worker_Status_Detail_DataType,Time_Off_Service_Date,date,"The Time Off Service Date in the worker's service dates. If empty, Workday will use the existing date."
Worker_Status_Detail_DataType,Vesting_Date,date,"The Vesting Date in the employee's service dates. If empty, Workday will use the existing date."
Worker_Status_Detail_DataType,Date_Entered_Workforce,date,"The Date Entered Workforce in the employee's service dates. If empty, Workday will use the existing date."
Worker_Status_Detail_DataType,Days_Unemployed,,Number of days unemployed since the employee first joined the work force. Used only for China.
Worker_Status_Detail_DataType,Months_Continuous_Prior_Employment,,Number of months of continuous prior employment at the employee's most recent job. Used only for China.
Worker_Status_Detail_DataType,Terminated,boolean,Boolean attribute identifying whether the Worker is currently Terminated.
Worker_Status_Detail_DataType,Termination_Date,date,Most recent Termination Date.
Worker_Status_Detail_DataType,Pay_Through_Date,date,The payroll pay through date from the worker's most recent termination.
Worker_Status_Detail_DataType,Agreement_Signature_Date,date,Agreement Signature Date.
Worker_Status_Detail_DataType,Dismissal_Process_Start_Date,date,Dismissal Process Start Date.
Worker_Status_Detail_DataType,Notice_Period_Start_Date,date,Notice Period Start Date.
Worker_Status_Detail_DataType,Primary_Termination_Reason_Reference,Termination_SubcategoryObjectType,The primary reason for the worker's most recent termination.
Worker_Status_Detail_DataType,Primary_Termination_Category_Reference,Event_Classification_CategoryObjectType,Reference to primary termination reason category.
Worker_Status_Detail_DataType,Termination_Involuntary,boolean,Indicates if the termination was involuntary.
Worker_Status_Detail_DataType,Secondary_Termination_Reasons_Data,Secondary_Termination_DataType,Secondary Termination Reasons Data
Worker_Status_Detail_DataType,Local_Termination_Reason_Reference,Local_Termination_ReasonObjectType,The local reason for the worker's most recent termination.
Worker_Status_Detail_DataType,Eligible_for_Hire_Reference,Common_Yes_NoObjectType,The ~pre-hire’s~ hire eligibility status.
Worker_Status_Detail_DataType,Regrettable_Termination,boolean,Boolean attribute identifying whether the termination was regrettable.
Worker_Status_Detail_DataType,Eligible_for_Rehire_on_Latest_Termination_Reference,Common_Yes_NoObjectType,The ~worker’s~ rehire eligibility status as stated on their most recent termination.
Worker_Status_Detail_DataType,Hire_Rescinded,boolean,"This field is linked to the pre-hire record, not the employee record. The field returns true when a pre-hire has had their hire rescinded. If the pre-hire was rehired, the field returns false. The only way to reset the field after the hire has been rescinded, is to rehire the pre-hire."
Worker_Status_Detail_DataType,Termination_Last_Day_of_Work,date,Last day worked for the worker's termination event.
Worker_Status_Detail_DataType,Resignation_Date,date,Date the employee submitted their resignation.
Worker_Status_Detail_DataType,Last_Date_for_Which_Paid,date,The last date for which the Canadian worker is paid as specified on the most recent termination transaction for the worker. This field is specific to Canadian employment.
Worker_Status_Detail_DataType,Expected_Date_of_Return,date,The date the Canadian worker is expected to return as specified on the most recent termination transaction for the worker. This field is specific to Canadian employment.
Worker_Status_Detail_DataType,Not_Returning,boolean,"Returns ""Yes"" if the Canadian worker is not expected to return as specified on the most recent termination transaction. This field is specific to Canadian employment."
Worker_Status_Detail_DataType,Return_Unknown,boolean,"Returns ""Yes"" if it is unknown if the Canadian worker is expected to return as specified on the most recent termination transaction. This field is specific to Canadian employment."
Worker_Status_Detail_DataType,Probation_Start_Date,date,Primary Position Probation Start Date
Worker_Status_Detail_DataType,Probation_End_Date,date,Primary Position Probation End Date
Worker_Status_Detail_DataType,Leave_Status_Data,Leave_Status_Detail_DataType,Encapsulating element containg all Leave Status data.
Worker_Status_Detail_DataType,Leave_Requests_Corrected_Data,Leave_Requests_Corrected_Detail_DataType,Encapsulating element containing leave requests that have been corrected.
Worker_Status_Detail_DataType,Academic_Tenure_Date,date,Date the worker received tenure.
