wd_entity,wd_field,wd_type,wd_description,classification_bucket,direct_field_canonical_concept_id,description_canonical_concept_id,top_canonical_concept_id,top_canonical_strength,top_knowledge_concept_id,top_knowledge_strength
Get_Name_Match_Exclusions_RequestType,Request_References,Name_Match_Exclusion_ReferencesType,,unmapped,,,,,,
Get_Name_Match_Exclusions_RequestType,Response_Filter,Response_FilterType,,unmapped,,,,,,
Put_Name_Match_Exclusion_RequestType,Name_Match_Exclusion_Reference,Excludable_NameObjectType,"A reference to an existing excludable name to change. If this field is blank, then a new excludable name will be created.",unmapped,,,,,,
Put_Name_Match_Exclusion_RequestType,Name_Match_Exclusion_Data,Name_Match_Exclusion_Detail_DataType,,unmapped,,,,,,
Get_Name_Match_Exclusions_ResponseType,Request_References,Name_Match_Exclusion_ReferencesType,,unmapped,,,,,,
Get_Name_Match_Exclusions_ResponseType,Response_Filter,Response_FilterType,,unmapped,,,,,,
Get_Name_Match_Exclusions_ResponseType,Response_Results,Response_ResultsType,,unmapped,,,,,,
Get_Name_Match_Exclusions_ResponseType,Response_Data,Name_Match_Exclusions_Response_DataType,,unmapped,,,,,,
Name_Match_Exclusion_Detail_DataType,Excludable_Name_ID,string,Reference ID for an excludable name.,unmapped,,,,,,
Name_Match_Exclusion_Detail_DataType,Exclude_Only_Required_Components,boolean,Exclude Only Required Name Components,unmapped,,,,,,
Name_Match_Exclusion_ReferencesType,Name_Match_Exclusion_Reference,Excludable_NameObjectType,The reference ID of the excludable name.,unmapped,,,,,,
Name_Match_Exclusions_Response_DataType,Name_Match_Exclusion,Name_Match_Exclusion_DataType,,unmapped,,,,,,
Put_Name_Match_Exclusion_ResponseType,Name_Match_Exclusion_Reference,Excludable_NameObjectType,A reference to the created or changed excludable name.,unmapped,,,,,,
Put_Name_Match_Exclusion_ResponseType,Exceptions_Response_Data,Application_Instance_Related_Exceptions_DataType,,unmapped,,,,,,
Put_Address_for_Data_Validation_RequestType,Address_Data,Address_Core_DataType,,unmapped,,,,,,
Put_Address_for_Data_Validation_ResponseType,Is_Address_Data_Valid,boolean,Returns 1 if address data is valid.,unmapped,,,,,,
Get_External_US_Federal_Disability_Self-Identification_Records_ResponseType,Request_References,External_US_Federal_Disability_Self-Identification_Record_Request_ReferencesType,,unmapped,,,,,,
Get_External_US_Federal_Disability_Self-Identification_Records_ResponseType,Request_Criteria,External_US_Federal_Disability_Self-Identification_Record_Request_CriteriaType,,unmapped,,,,,,
Get_External_US_Federal_Disability_Self-Identification_Records_ResponseType,Response_Filter,Response_FilterType,,unmapped,,,,,,
Get_External_US_Federal_Disability_Self-Identification_Records_ResponseType,Response_Results,Response_ResultsType,,unmapped,,,,,,
External_US_Federal_Disability_Self-Identification_Record_Response_DataType,External_US_Federal_Disability_Self-Identification_Record,External_US_Federal_Disability_Self-Identification_RecordType,,unmapped,,,,,,
External_US_Federal_Disability_Self-Identification_Record_DataType,ID,string,ID for the record,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
External_US_Federal_Disability_Self-Identification_Record_DataType,Disability_Code,,US Federal Disability Code for the record,unmapped,,,,,,
Get_External_US_Federal_Disability_Self-Identification_Records_RequestType,Request_References,External_US_Federal_Disability_Self-Identification_Record_Request_ReferencesType,,unmapped,,,,,,
Get_External_US_Federal_Disability_Self-Identification_Records_RequestType,Request_Criteria,External_US_Federal_Disability_Self-Identification_Record_Request_CriteriaType,,unmapped,,,,,,
Get_External_US_Federal_Disability_Self-Identification_Records_RequestType,Response_Filter,Response_FilterType,,unmapped,,,,,,
Preferred_Communication_Language_Data_WWSType,Country_Reference,CountryObjectType,Country Reference,direct_alias_match,address.country,,activity id,0.800,address.country,1.000
Preferred_Communication_Language_Data_WWSType,Inactive,boolean,Inactive Flag,direct_alias_match,address.city,,activity id,0.800,address.city,1.000
Get_External_US_Federal_Ethnicity_and_Race_Self-Identification_Records_ResponseType,Response_Filter,Response_FilterType,,unmapped,,,,,,
Get_External_US_Federal_Ethnicity_and_Race_Self-Identification_Records_ResponseType,Response_Results,Response_ResultsType,,unmapped,,,,,,
External_US_Federal_Ethnicity_and_Race_Self-Identification_Record_Response_DataType,External_US_Federal_Ethnicity_and_Race_Self-Identification_Record,External_US_Federal_Ethnicity_and_Race_Self-Identification_RecordType,Reference element representing a unique instance of External US Federal Ethnicity and Race Self-Identification Record,direct_alias_match,address.city,,activity id,0.800,address.city,1.000
Get_External_US_Federal_Ethnicity_and_Race_Self-Identification_Records_RequestType,Response_Filter,Response_FilterType,,unmapped,,,,,,
External_External_US_Federal_Ethnicity_and_Race_Self-Identification_Record_Request_ReferencesType,External_US_Federal_Ethnicity_and_Race_Self-Identification_Record_Reference,External_US_Federal_Ethnicity_and_Race_Self-Identification_RecordObjectType,A unique identifier used to reference an External US Federal Ethnicity and Race Self-Identification Record,direct_alias_match,address.city,,activity id,0.800,address.city,1.000
External_US_Federal_Ethnicity_and_Race_Self-Identification_RecordType,External_US_Federal_Ethnicity_and_Race_Self-Identification_Record_Reference,External_US_Federal_Ethnicity_and_Race_Self-Identification_RecordObjectType,A unique identifier used to reference an External US Federal Ethnicity and Race Self-Identification Record,direct_alias_match,address.city,,activity id,0.800,address.city,1.000
Put_External_US_Federal_Ethnicity_and_Race_Self-Identification_Record_RequestType,External_US_Federal_Ethnicity_and_Race_Self-Identification_Record_Reference,External_US_Federal_Ethnicity_and_Race_Self-Identification_RecordObjectType,A unique identifier used to reference an External US Federal Ethnicity and Race Self-Identification Record.,direct_alias_match,address.city,,activity id,0.800,address.city,1.000
External_US_Federal_Ethnicity_and_Race_Self-Identification_Record_DataType,ID,string,ID for the record,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
Put_External_US_Federal_Ethnicity_and_Race_Self-Identification_Record_ResponseType,External_US_Federal_Ethnicity_and_Race_Self-Identification_Record_Reference,External_US_Federal_Ethnicity_and_Race_Self-Identification_RecordObjectType,A unique identifier used to reference an External US Federal Ethnicity and Race Self-Identification Record.,direct_alias_match,address.city,,activity id,0.800,address.city,1.000
Creditable_Service_TypeType,Creditable_Service_Type_Data,Creditable_Service_Type_DataType,Encapsulating element containing all Creditable Service Type data.,unmapped,,,,,,
Get_Creditable_Service_Types_RequestType,Request_References,Creditable_Service_Type_Request_ReferencesType,Creditable Service Types Request References,unmapped,,,,,,
Get_Creditable_Service_Types_RequestType,Request_Criteria,Creditable_Service_Type_Request_CriteriaType,Request criteria for Creditable Service Types,unmapped,,,,,,
Get_Creditable_Service_Types_RequestType,Response_Filter,Response_FilterType,Response Filter for Creditable Service Types,unmapped,,,,,,
Creditable_Service_Type_DataType,ID,string,ID,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
Creditable_Service_Type_DataType,Creditable_Service_Type,string,Name,description_alias_match,,address.city,service.name,0.600,,
Creditable_Service_Type_DataType,Code,string,Code,direct_alias_match,address.city,,activity id,0.800,address.city,1.000
Creditable_Service_Type_DataType,Description,string,Description,direct_alias_match,address.city,,activity id,0.800,address.city,1.000
Creditable_Service_Type_DataType,Inactive,boolean,Inactive,direct_alias_match,address.city,,activity id,0.800,address.city,1.000
Get_Creditable_Service_Types_ResponseType,Request_References,Creditable_Service_Type_Request_ReferencesType,Creditable Service Types Request References,unmapped,,,,,,
Get_Creditable_Service_Types_ResponseType,Request_Criteria,Creditable_Service_Type_Request_CriteriaType,Request criteria for Creditable Service Types,unmapped,,,,,,
Get_Creditable_Service_Types_ResponseType,Response_Filter,Response_FilterType,Response Filter for Creditable Service Types,unmapped,,,,,,
Get_Creditable_Service_Types_ResponseType,Response_Results,Response_ResultsType,Response Results for Creditable Service Types,unmapped,,,,,,
Get_Creditable_Service_Types_ResponseType,Response_Data,Creditable_Service_Type_Response_DataType,Encapsulating element containing all Creditable Service Type data.,unmapped,,,,,,
Creditable_Service_Type_Response_DataType,Creditable_Service_Type,Creditable_Service_TypeType,Creditable Service Type,unmapped,,,,,,
Put_Creditable_Service_Type_RequestType,Creditable_Service_Type_Data,Creditable_Service_Type_DataType,Encapsulating element containing all Creditable Service Type data.,unmapped,,,,,,
Get_Maintain_Non-Country_Nationalities_RequestType,Request_References,Maintain_Non-Country_Nationality_Request_ReferencesType,,unmapped,,,,,,
Get_Maintain_Non-Country_Nationalities_RequestType,Response_Filter,Response_FilterType,,unmapped,,,,,,
Get_Maintain_Non-Country_Nationalities_RequestType,Maintain_Non-Country_Nationality_Group,Maintain_Non-Country_Nationality_GroupType,,unmapped,,,,,,
Maintain_Non-Country_NationalityType,Maintain_Non-Country_Nationality_Reference,Non_Country_NationalityObjectType,Reference to the Non-Country Nationality of the person.,direct_alias_match,address.country,,activity id,0.500,address.country,1.000
Maintain_Non-Country_NationalityType,Maintain_Non-Country_Nationality_Data,Maintain_Non-Country_Nationality_DataType,The Non-Country Nationality data.,direct_alias_match,address.country,,address.city,0.800,address.country,1.000
Maintain_Non-Country_Nationality_GroupType,Include_Reference,boolean,Response Group used to control whether the Non-Country Nationality Reference is included in the Response.,direct_alias_match,address.country,,activity id,0.500,address.country,1.000
Maintain_Non-Country_Nationality_Response_DataType,Maintain_Non-Country_Nationality,Maintain_Non-Country_NationalityType,,unmapped,,,,,,
Maintain_Non-Country_Nationality_Request_ReferencesType,Maintain_Non-Country_Nationality_Reference,Non_Country_NationalityObjectType,A unique identifier used to reference Non-Country Nationality.,direct_alias_match,address.country,,activity id,0.500,address.country,1.000
Maintain_Non-Country_Nationality_DataType,ID,string,Integration ID,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
Maintain_Non-Country_Nationality_DataType,Non_Country_Name,string,The name for the Non-Country Nationality.,direct_alias_match,address.country,,address.city,0.800,address.country,1.000
Maintain_Non-Country_Nationality_DataType,Allow_for_Country_Reference,CountryObjectType,The Countries allowed to use the Non-Country Nationality.,direct_alias_match,address.country,,activity id,0.500,address.country,1.000
Get_Maintain_Non-Country_Nationalities_ResponseType,Request_References,Maintain_Non-Country_Nationality_Request_ReferencesType,,unmapped,,,,,,
Get_Maintain_Non-Country_Nationalities_ResponseType,Response_Filter,Response_FilterType,,unmapped,,,,,,
Get_Maintain_Non-Country_Nationalities_ResponseType,Response_Group,Maintain_Non-Country_Nationality_GroupType,,unmapped,,,,,,
Get_Maintain_Non-Country_Nationalities_ResponseType,Response_Results,Response_ResultsType,,unmapped,,,,,,
Put_Maintain_Non-Country_Nationalities_RequestType,Maintain_Non-Country_Nationality_Reference,Non_Country_NationalityObjectType,Reference to the Non Country.,direct_alias_match,address.country,,activity id,0.500,address.country,1.000
Put_Maintain_Non-Country_Nationalities_RequestType,Maintain_Non-Country_Nationality_Data,Maintain_Non-Country_Nationality_DataType,,direct_alias_match,address.country,,address.city,0.800,address.country,1.000
Public_Profile_Preferences_Response_DataType,Change_Public_Profile_Preferences,Public_Profile_Preferences_Response_WrapperType,Public Profile Preferences Response Wrapper,unmapped,,,,,,
Public_Profile_PreferencesType,Public_Profile_Preferences_Data,Public_Profile_Preference_DataType,,unmapped,,,,,,
Get_Public_Profile_Preferences_RequestType,Request_References,Public_Profile_Preference_Request_ReferencesType,,unmapped,,,,,,
Get_Public_Profile_Preferences_RequestType,Request_Criteria,Public_Profile_Preference_Request_CriteriaType,,unmapped,,,,,,
Get_Public_Profile_Preferences_RequestType,Response_Filter,Response_FilterType,,unmapped,,,,,,
Get_Public_Profile_Preferences_RequestType,Response_Group,Public_Profile_Preference_Response_GroupType,,unmapped,,,,,,
Get_Public_Profile_Preferences_ResponseType,Request_References,Public_Profile_Preference_Request_ReferencesType,,unmapped,,,,,,
Get_Public_Profile_Preferences_ResponseType,Request_Criteria,Public_Profile_Preference_Request_CriteriaType,,unmapped,,,,,,
Get_Public_Profile_Preferences_ResponseType,Response_Filter,Response_FilterType,,unmapped,,,,,,
Get_Public_Profile_Preferences_ResponseType,Response_Group,Public_Profile_Preference_Response_GroupType,,unmapped,,,,,,
Get_Public_Profile_Preferences_ResponseType,Response_Results,Response_ResultsType,,unmapped,,,,,,
Get_Public_Profile_Preferences_ResponseType,Response_Data,Public_Profile_Preferences_Response_DataType,,unmapped,,,,,,
Public_Profile_Preference_Response_GroupType,Include_Reference,boolean,Include Reference for Public Profile Preference,direct_alias_match,address.country,,address.city,0.800,address.country,1.000
Change_Public_Profile_Preferences_RequestType,Business_Process_Parameters,Business_Process_ParametersType,,unmapped,,,,,,
Change_Public_Profile_Preferences_RequestType,Change_Public_Profile_Preferences_Data,Public_Profile_PreferencesType,,unmapped,,,,,,
Public_Profile_Preferences_Response_WrapperType,Change_Public_Profile_Preferences_Data,Public_Profile_PreferencesType,,unmapped,,,,,,
Get_Active_Consent_Processing_Purposes_RequestType,Request_References,Active_Consent_Processing_Purpose_Request_ReferencesType,Active Consent Processing Purpose Request References,unmapped,,,,,,
Get_Active_Consent_Processing_Purposes_RequestType,Request_Criteria,Active_Consent_Processing_Purpose_Request_CriteriaType,Active Consent Processing Purpose Request Criteria,unmapped,,,,,,
Get_Active_Consent_Processing_Purposes_RequestType,Response_Filter,Response_FilterType,,unmapped,,,,,,
Active_Consent_Processing_Purpose_DataType,Active_Consent_Processing_Purpose_Reference,Active_Consent_Processing_PurposeObjectType,Active Consent Processing Purpose,unmapped,,,,,,
Active_Consent_Processing_Purpose_DataType,Order,,Order to display Active Consent Processing Purpose Response Data,unmapped,,,,,,
Active_Consent_Processing_Purpose_DataType,Processing_Purpose,,Active Consent Processing Purpose Data,unmapped,,,,,,
Active_Consent_Processing_Purpose_DataType,Inactive,boolean,Inactive,direct_alias_match,address.city,,activity id,0.800,address.city,1.000
Active_Consent_Processing_PurposeType,Active_Consent_Processing_Purpose_Data,Active_Consent_Processing_Purpose_DataType,,unmapped,,,,,,
Active_Consent_Processing_Purpose_Response_DataType,Active_Consent_Processing_Purpose,Active_Consent_Processing_PurposeType,Active Consent Processing Purpose,unmapped,,,,,,
Active_Consent_Processing_Purpose_Request_ReferencesType,Active_Consent_Processing_Purpose_Reference,Active_Consent_Processing_PurposeObjectType,Active Consent Processing Purpose Request References,unmapped,,,,,,
Put_Active_Consent_Processing_Purpose_ResponseType,Active_Consent_Processing_Purpose_Reference,Active_Consent_Processing_PurposeObjectType,Put Active Consent Processing Purpose Response,unmapped,,,,,,
Put_Active_Consent_Processing_Purpose_RequestType,Active_Consent_Processing_Purpose_Data,Active_Consent_Processing_Purpose_DataType,Active Consent Processing Purpose Response Data,unmapped,,,,,,
Get_Active_Consent_Processing_Purposes_ResponseType,Request_References,Active_Consent_Processing_Purpose_Request_ReferencesType,Active Consent Processing Purpose Request References,unmapped,,,,,,
Get_Active_Consent_Processing_Purposes_ResponseType,Request_Criteria,Active_Consent_Processing_Purpose_Request_CriteriaType,,unmapped,,,,,,
Get_Active_Consent_Processing_Purposes_ResponseType,Response_Filter,Response_FilterType,,unmapped,,,,,,
Get_Active_Consent_Processing_Purposes_ResponseType,Response_Results,Response_ResultsType,,unmapped,,,,,,
Get_Active_Consent_Processing_Purposes_ResponseType,Response_Data,Active_Consent_Processing_Purpose_Response_DataType,,unmapped,,,,,,
Request_Compensation_For_Collective_Agreement_Sub_Business_ProcessType,Business_Sub_Process_Parameters,Business_Sub_Process_ParametersType,"Parameters to indicate whether the subprocess should be completed automatically, initiated and left for manual completion, or skipped. If skip is selected, the subprocess must be tagged as optional.",unmapped,,,,,,
Request_Compensation_For_Collective_Agreement_Sub_Business_ProcessType,Request_Compensation_Change_Data,Compensation_Change_DataType,Data element that contains the compensation change information for the Assign/End Collective Agreement process.,unmapped,,,,,,
Academic_Unit_Snapshot_DataType,Effective_Date,date,Effective as of Date,direct_alias_match,employee.position,,address.country,0.800,employee.position,1.000
Academic_Unit_Snapshot_DataType,Name,string,The Name of the Academic Unit,direct_alias_match,address.city,,activity id,0.800,address.city,1.000
Academic_Unit_Snapshot_DataType,Code,string,"A functional ID for the Academic Unit available to system users and in the display ID, if desired",direct_alias_match,address.city,,activity id,0.800,address.city,1.000
Academic_Unit_Snapshot_DataType,Inactive,boolean,"Indicates whether or not the Academic Unit is considered Inactive. If set, the static text (Inactive) will be appended to the Academic Unit's default display ID (Name). Inactive Academic Units are not available for selection when adding or updating Appointments. Inactive Academic Units, however, can continue to contain historical Appointments and can be viewed and reported on. Prompts will include the Inactive Academic Units in a separate folder.",direct_alias_match,address.city,,activity id,0.800,address.city,1.000
Academic_Unit_Snapshot_DataType,Company_Reference,CompanyObjectType,Provides a reference to the Company associated with the Academic Unit.,direct_alias_match,company.id,,account.name,0.500,company code,0.550
Update_User-Based_Security_Group_Assignments_DataType,Comment,string,Free form comment regarding the business process.,strong_canonical_candidate,,,address.city,0.800,customer group,0.550
Active_Consent_Preferences_DataType,Role_Reference,RoleObjectType,Reference to a Role.,unmapped,,,,,,
Active_Consent_Preferences_DataType,Active_Consent_Preference,Active_Consent_Preferences_SubdataType,Active Consent Preferences Data Subelement,unmapped,,,,,,
Active_Consent_Preferences_Response_GroupType,Include_Historical_Preferences,boolean,Include Historical Preferences (all past and present records for a given Person),unmapped,,,,,,
Active_Consent_Preferences_SubdataType,Effective_Moment,dateTime,Effective Moment,unmapped,,,,,,
Active_Consent_Preferences_SubdataType,Country_Reference,CountryObjectType,Country Reference,direct_alias_match,address.country,,activity id,0.800,address.country,1.000
Active_Consent_Preferences_SubdataType,Processing_Purpose_Override,Processing_Purpose_Override__Web_Service_Type,Processing Purpose Overrides,unmapped,,,,,,
Active_Consent_Preferences_Request_ReferencesType,Role_Reference,RoleObjectType,Reference to a Role.,unmapped,,,,,,
Processing_Purpose_Override__Web_Service_Type,Acknowledgment,boolean,Acknowledgement,unmapped,,,,,,
Active_Consent_Preferences_Get_DataType,Role_Reference,RoleObjectType,Reference to a Role.,unmapped,,,,,,
Active_Consent_by_Country__Web_Service_Type,Active_Consent_by_Country_Data,Active_Consent_by_Country_DataType,Active Consent by Country Data,direct_alias_match,address.country,,address.city,0.800,address.country,1.000
Active_Consent_by_Country_DataType,Country_Reference,CountryObjectType,Country Reference,direct_alias_match,address.country,,activity id,0.800,address.country,1.000
Active_Consent_by_Country_DataType,Effective_Date,date,Effective Date for configuration.,direct_alias_match,employee.position,,address.city,0.500,address.country,0.550
Active_Consent_by_Country_DataType,Inactive,boolean,Mark this configuration as inactive.,direct_alias_match,address.city,,activity id,0.800,address.city,1.000
Active_Consent_Processing_Purpose_Override_DataType,Processing_Purpose_Override_Reference,Active_Consent_Processing_Purpose_OverrideObjectType,Processing Purpose Override Reference,unmapped,,,,,,
Active_Consent_Processing_Purpose_Override_DataType,Processing_Purpose_Override_ID,string,Processing Purpose Override Reference ID to be added/updated.,unmapped,,,,,,
Active_Consent_Processing_Purpose_Override_DataType,Order,,Order,unmapped,,,,,,
Active_Consent_Processing_Purpose_Override_DataType,Processing_Purpose_Reference,Active_Consent_Processing_PurposeObjectType,Processing Purpose Reference,unmapped,,,,,,
Active_Consent_Processing_Purpose_Override_DataType,Label_Override,string,Label Override,unmapped,,,,,,
Active_Consent_Processing_Purpose_Override_DataType,Consent_Preferences,Active_Consent_Processing_Purpose_Enumeration_Mapping_DataType,Consent Preferences,unmapped,,,,,,
Active_Consent_by_Country_Response_DataType,Active_Consent_by_Country,Active_Consent_by_Country__Web_Service_Type,Active Consent by Country,direct_alias_match,address.country,,address.city,0.800,address.country,1.000
Active_Consent_Processing_Purpose_Enumeration_Mapping_DataType,Consent_Preference_Reference,Active_Consent_Processing_Purpose_Enumeration_MappingObjectType,Consent Preference Reference,unmapped,,,,,,
Active_Consent_Processing_Purpose_Enumeration_Mapping_DataType,Consent_Preference_ID,string,Consent Preference Reference ID to be added/updated.,unmapped,,,,,,
Active_Consent_Processing_Purpose_Enumeration_Mapping_DataType,Order,,Order,unmapped,,,,,,
Active_Consent_Processing_Purpose_Enumeration_Mapping_DataType,Consent_Preference,,(Maps from) Consent Preference,unmapped,,,,,,
Put_Active_Consent_by_Country_RequestType,Active_Consent_by_Country_Data,Active_Consent_by_Country_DataType,Active Consent by Country Data,direct_alias_match,address.country,,address.city,0.800,address.country,1.000
National_ID_Type_Cache_StatusType,National_ID_Type_Reference,National_ID_TypeObjectType,The ID of the national ID Type.,direct_alias_match,employee.national_id,,activity id,0.800,employee.national_id,1.000
Ethnicity_Details_Configuration_Data_IMMType,Location_Context_Reference,Location_ContextObjectType,The Location Context for this Ethnicity Category Configuration transaction.,direct_alias_match,address.city,,activity id,0.800,address.city,1.000
Validation_FaultType,Validation_Error,Validation_ErrorType,,unmapped,,,,,,
Processing_FaultType,Detail_Message,string,,unmapped,,,,,,
Processing_FaultType,Code,string,,direct_alias_match,address.city,,activity id,0.800,address.city,1.000
Validation_ErrorType,Message,string,,unmapped,,,,,,
Validation_ErrorType,Detail_Message,string,,unmapped,,,,,,
Validation_ErrorType,Xpath,string,,unmapped,,,,,,
Validation_ErrorType,Code,string,,direct_alias_match,address.city,,activity id,0.800,address.city,1.000
Authentication_FaultType,Code,string,,direct_alias_match,address.city,,activity id,0.800,address.city,1.000
RoleObjectType,ID,RoleObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
System_UserObjectType,ID,System_UserObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
Additional_Name_TypeObjectType,ID,Additional_Name_TypeObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
Military_StatusObjectType,ID,Military_StatusObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
Citizenship_StatusObjectType,ID,Citizenship_StatusObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
AuthorityObjectType,ID,AuthorityObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
LocationObjectType,ID,LocationObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
Job_ProfileObjectType,ID,Job_ProfileObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
Job_ClassificationObjectType,ID,Job_ClassificationObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
Job_Classification_GroupObjectType,ID,Job_Classification_GroupObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
OrganizationObjectType,ID,OrganizationObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
Organization_TypeObjectType,ID,Organization_TypeObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
Organization_SubtypeObjectType,ID,Organization_SubtypeObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
Language_ProficiencyObjectType,ID,Language_ProficiencyObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
LanguageObjectType,ID,LanguageObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
EthnicityObjectType,ID,EthnicityObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
Marital_StatusObjectType,ID,Marital_StatusObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
GenderObjectType,ID,GenderObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
EmployeeObjectType,ID,EmployeeObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
Instant_Messenger_TypeObjectType,ID,Instant_Messenger_TypeObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
Membership_RuleObjectType,ID,Membership_RuleObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
Assignable_RoleObjectType,ID,Assignable_RoleObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
Job_FamilyObjectType,ID,Job_FamilyObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
WorkerObjectType,ID,WorkerObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
Worker_TypeObjectType,ID,Worker_TypeObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
Position_Time_TypeObjectType,ID,Position_Time_TypeObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
Organization_OwnerObjectType,ID,Organization_OwnerObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
Language_Ability_TypeObjectType,ID,Language_Ability_TypeObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
Emergency_ContactObjectType,ID,Emergency_ContactObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
ApplicantObjectType,ID,ApplicantObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
DependentObjectType,ID,DependentObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
DegreeObjectType,ID,DegreeObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
Field_of_StudyObjectType,ID,Field_of_StudyObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
School_TypeObjectType,ID,School_TypeObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
Compensation_Pay_EarningObjectType,ID,Compensation_Pay_EarningObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
Compensation_GradeObjectType,ID,Compensation_GradeObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
Compensation_Grade_ProfileObjectType,ID,Compensation_Grade_ProfileObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
Compensation_PlanObjectType,ID,Compensation_PlanObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
Bonus_PlanObjectType,ID,Bonus_PlanObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
Merit_Percent_PlanObjectType,ID,Merit_Percent_PlanObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
Salary_Pay_PlanObjectType,ID,Salary_Pay_PlanObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
FrequencyObjectType,ID,FrequencyObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
Compensation_PackageObjectType,ID,Compensation_PackageObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
Location_TypeObjectType,ID,Location_TypeObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
Time_ProfileObjectType,ID,Time_ProfileObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
Related_Person_for_WorkerObjectType,ID,Related_Person_for_WorkerObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
Job_LevelObjectType,ID,Job_LevelObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
Management_LevelObjectType,ID,Management_LevelObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
License_IdentifierObjectType,ID,License_IdentifierObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
Visa_ID_TypeObjectType,ID,Visa_ID_TypeObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
Custom_ID_TypeObjectType,ID,Custom_ID_TypeObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
Health_Care_ClassificationObjectType,ID,Health_Care_ClassificationObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
Benefit_PlanObjectType,ID,Benefit_PlanObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
Health_Care_Coverage_TargetObjectType,ID,Health_Care_Coverage_TargetObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
Benefit_ProviderObjectType,ID,Benefit_ProviderObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
Insurance_Coverage_TargetObjectType,ID,Insurance_Coverage_TargetObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
Work_Experience_QualificationObjectType,ID,Work_Experience_QualificationObjectIDType,,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
