wd_entity,wd_field,wd_type,wd_description,classification_bucket,direct_field_canonical_concept_id,description_canonical_concept_id,top_canonical_concept_id,top_canonical_strength,top_knowledge_concept_id,top_knowledge_strength
Worker_Health_Care_Coverage_DataType,Dependent_Coverage_Data,Dependent_Coverage_DataType,Contains the dependents covered for the election.,unmapped,,,,,,
Worker_Benefit_Election_DataType,Passive_Enrollment,boolean,Indicates the date on file for the enrollment signature.,unmapped,,,,,,
Worker_Benefit_Election_DataType,Benefit_Plan_Summary_Data,Benefit_Plan_Summary_DataType,Indicates the date on file for the enrollment signature.,unmapped,,,,,,
Benefit_Plan_Summary_DataType,Benefit_Plan_Name,string,The name of the benefit plan.,direct_alias_match,benefit_plan.name,,benefit_plan.name,1.000,,
Benefit_Plan_Summary_DataType,Currency_Reference,CurrencyObjectType,The default currency of the benefit plan.,direct_alias_match,compensation.base_salary,,accounting.document_currency_code,0.500,address.country,0.550
Benefit_Plan_Summary_DataType,Frequency_Reference,FrequencyObjectType,The default currency of the benefit plan.,direct_alias_match,compensation.base_salary,,accounting.document_currency_code,0.500,address.country,0.550
Benefit_Plan_Summary_DataType,Benefit_Provider_Summary_Data,Benefit_Provider_Summary_DataType,Contains the summary information about the benefit provider of the benefit plan.,unmapped,,,,,,
Benefit_Provider_Summary_DataType,Benefit_Provider_Reference,Benefit_ProviderObjectType,A reference to the benefit provider.,unmapped,,,,,,
Benefit_Provider_Summary_DataType,Benefit_Provider_Name,string,The name of the benefit provider.,unmapped,,,,,,
Dependent_Coverage_DataType,Dependent_Reference,DependentObjectType,A reference to the dependent.,unmapped,,,,,,
Dependent_Coverage_DataType,COBRA_Eligibility_Data,COBRA_Eligibility_DataType,Contains COBRA Eligibility detail for a participant. If this element is not populated then the participant is assumed to not be COBRA eligible.,unmapped,,,,,,
COBRA_Eligibility_DataType,Loss_of_Coverage_Date,date,"The Qualifying Event Date is the date of the event that caused the worker to be eligible for COBRA. For example, in the case of a dependent that is now over age, you would enter the birth date. If an employee has a reduction in hours and is now eligible for COBRA, you would enter the date they went from full-time to part-time.",direct_alias_match,employee.birth_date,,employee.birth_date,1.000,address valid from,0.550
Worker_Spending_Account_DataType,Spending_Account_Period_Data,Worker_Spending_Account_Period_DataType,Contains the spending account period data for an employee based on the benefit plan year.,unmapped,,,,,,
Worker_Spending_Account_Period_DataType,Enrollment_Period_Data,Enrollment_Period_DataType,,unmapped,,,,,,
Worker_Spending_Account_Period_DataType,Spending_Account_Coverage_Data,Spending_Account_Coverage_DataType,Contains the spending account coverage information (elections) for an employee.,unmapped,,,,,,
Spending_Account_Coverage_DataType,Benefit_Election_Data,Worker_Benefit_Election_DataType,,unmapped,,,,,,
Spending_Account_Coverage_DataType,Employee_Contribution_Data,Employee_Contribution_DataType,,unmapped,,,,,,
Spending_Account_Coverage_DataType,Employer_Contribution_Data,Employer_Contribution_DataType,,unmapped,,,,,,
Employee_Contribution_DataType,Contribution_Data,Contribution_DataType,,unmapped,,,,,,
Employee_Contribution_DataType,Payroll_Interface_Contribution_Data,Payroll_Interface_Contribution_DataType,,unmapped,,,,,,
Employee_Contribution_DataType,Goal_Data,Goal_DataType,,unmapped,,,,,,
Employee_Contribution_DataType,Annual_Contribution_Data,Annual_Contribution_DataType,,unmapped,,,,,,
Employee_Contribution_DataType,Currency_Reference,CurrencyObjectType,A unique identifier for the currency.,direct_alias_match,compensation.base_salary,,accounting.document_currency_code,0.500,compensation.base_salary,1.000
Contribution_DataType,Frequency_Reference,FrequencyObjectType,A unique identifier for the frequency.,direct_alias_match,compensation.base_salary,,compensation.base_salary,1.000,compensation.base_salary,1.000
Payroll_Interface_Contribution_DataType,Frequency_Reference,FrequencyObjectType,A unique identifier for the frequency.,direct_alias_match,compensation.base_salary,,compensation.base_salary,1.000,compensation.base_salary,1.000
Goal_DataType,Frequency_Reference,FrequencyObjectType,A unique identifier for the frequency.,direct_alias_match,compensation.base_salary,,compensation.base_salary,1.000,compensation.base_salary,1.000
Employer_Contribution_DataType,Contribution_Data,Contribution_DataType,,unmapped,,,,,,
Employer_Contribution_DataType,Payroll_Interface_Contribution_Data,Payroll_Interface_Contribution_DataType,,unmapped,,,,,,
Employer_Contribution_DataType,Goal_Data,Goal_DataType,,unmapped,,,,,,
Employer_Contribution_DataType,Currency_Reference,CurrencyObjectType,A unique identifier for the currency.,direct_alias_match,compensation.base_salary,,accounting.document_currency_code,0.500,compensation.base_salary,1.000
Worker_Insurance_DataType,Insurance_Period_Data,Worker_Insurance_Period_DataType,,unmapped,,,,,,
Worker_Insurance_Period_DataType,Enrollment_Period_Data,Enrollment_Period_DataType,Contains the benefit plan year information.,unmapped,,,,,,
Worker_Insurance_Period_DataType,Insurance_Coverage_Data,Worker_Insurance_Coverage_DataType,Contains the insurance coverage information (elections) for an employee.,unmapped,,,,,,
Worker_Insurance_Coverage_DataType,Insurance_Coverage_Level_Data,Insurance_Coverage_Level_DataType,,unmapped,,,,,,
Worker_Insurance_Coverage_DataType,Benefit_Election_Data,Worker_Benefit_Election_DataType,,unmapped,,,,,,
Worker_Insurance_Coverage_DataType,Dependent_Coverage_Data,Dependent_Coverage_DataType,,unmapped,,,,,,
Worker_Insurance_Coverage_DataType,Beneficiary_Designation_Data,Beneficiary_Designation_DataType,,unmapped,,,,,,
Beneficiary_Designation_DataType,Beneficiary_Allocation_Data,Beneficiary_Allocation_DataType,,unmapped,,,,,,
Beneficiary_Allocation_DataType,Allocation_Type,string,The type of allocation (primary or secondary).,unmapped,,,,,,
Beneficiary_Allocation_DataType,Currency_Reference,CurrencyObjectType,A unique identifier for the currency.,direct_alias_match,compensation.base_salary,,accounting.document_currency_code,0.500,compensation.base_salary,1.000
Insurance_Coverage_Level_DataType,Volume_Data,Volume_DataType,,unmapped,,,,,,
Coverage_Level_Value_DataType,Currency_Reference,CurrencyObjectType,A unique identifier for the currency.,direct_alias_match,compensation.base_salary,,accounting.document_currency_code,0.500,compensation.base_salary,1.000
Volume_DataType,Currency_Reference,CurrencyObjectType,A unique identifier for the currency.,direct_alias_match,compensation.base_salary,,accounting.document_currency_code,0.500,compensation.base_salary,1.000
Retirement_Savings_DataType,Retirement_Savings_Period_Data,Worker_Retirement_Savings_Period_DataType,,unmapped,,,,,,
Worker_Retirement_Savings_Period_DataType,Enrollment_Period_Data,Enrollment_Period_DataType,,unmapped,,,,,,
Worker_Retirement_Savings_Period_DataType,Retirement_Savings_Coverage_Data,Worker_Retirement_Savings_DataType,,unmapped,,,,,,
Worker_Retirement_Savings_DataType,Benefit_Election_Data,Worker_Benefit_Election_DataType,,unmapped,,,,,,
Worker_Retirement_Savings_DataType,Employee_Contribution_Percentage_Data,Employee_Contribution_Percentage_DataType,,unmapped,,,,,,
Worker_Retirement_Savings_DataType,Employer_Contribution_Percentage_Data,Employer_Contribution_Percentage_DataType,,unmapped,,,,,,
Worker_Retirement_Savings_DataType,Beneficiary_Designation_Data,Beneficiary_Designation_DataType,,unmapped,,,,,,
Employee_Contribution_Amount_DataType,Currency_Reference,CurrencyObjectType,A unique identifier for the currency.,direct_alias_match,compensation.base_salary,,accounting.document_currency_code,0.500,compensation.base_salary,1.000
Contribution_Amount_DataType,Frequency_Reference,FrequencyObjectType,A unique identifier for the frequency.,direct_alias_match,compensation.base_salary,,compensation.base_salary,1.000,compensation.base_salary,1.000
Payroll_Interface_Contribution_Amount_DataType,Frequency_Reference,FrequencyObjectType,A unique identifier for the frequency.,direct_alias_match,compensation.base_salary,,compensation.base_salary,1.000,compensation.base_salary,1.000
Employer_Contribution_Amount_DataType,Currency_Reference,CurrencyObjectType,A unique identifier for the currency.,direct_alias_match,compensation.base_salary,,accounting.document_currency_code,0.500,compensation.base_salary,1.000
Employee_Base_Pay_Plan_Assignment_DataType,Currency_Reference,CurrencyObjectType,Reference element representing a unique instance of Currency.,direct_alias_match,compensation.base_salary,,accounting.document_currency_code,0.500,base salary,0.550
Employee_Base_Pay_Plan_Assignment_DataType,Frequency_Reference,FrequencyObjectType,Reference element representing a unique instance of Frequency.,direct_alias_match,compensation.base_salary,,compensation.base_salary,1.000,base salary,0.550
Employee_Salary_Unit_Plan_Assignment_DataType,Currency_Reference,CurrencyObjectType,Reference element representing a unique instance of Currency.,direct_alias_match,compensation.base_salary,,accounting.document_currency_code,0.500,compensation.base_salary,1.000
Employee_Salary_Unit_Plan_Assignment_DataType,Frequency_Reference,FrequencyObjectType,Reference element representing a unique instance of Frequency.,direct_alias_match,compensation.base_salary,,compensation.base_salary,1.000,compensation.base_salary,1.000
Employee_Bonus_Plan_Assignment_DataType,Default_Target_Percent,,Target percentage for this bonus plan.,unmapped,,,,,,
Employee_Bonus_Plan_Assignment_DataType,Guaranteed_Minimum,boolean,"If true, employee is guaranteed the minimum for the bonus plan.",unmapped,,,,,,
Employee_Bonus_Plan_Assignment_DataType,Currency_Reference,CurrencyObjectType,Reference element representing a unique instance of Currency.,direct_alias_match,compensation.base_salary,,accounting.document_currency_code,0.500,compensation.base_salary,1.000
Employee_Bonus_Plan_Assignment_DataType,Frequency_Reference,FrequencyObjectType,Reference element representing a unique instance of Frequency.,direct_alias_match,compensation.base_salary,,compensation.base_salary,1.000,compensation.base_salary,1.000
Employee_Bonus_Plan_Assignment_DataType,Percent_Assigned,,"Percent of the bonus assigned. If none entered, default is 100%.",unmapped,,,,,,
Dependent_DataType,Dependent_ID,string,The ID for the dependent.,unmapped,,,,,,
Dependent_DataType,Full-time_Student,boolean,Boolean attribute identifying whether Dependent is a Full-time Student.,unmapped,,,,,,
Dependent_DataType,Disabled,boolean,Boolean attribute identifying whether Dependent is Disabled.,unmapped,,,,,,
Dependent_DataType,Dependent_for_Payroll_Purposes,boolean,Tells if this dependent's information is used in payroll calculations. Only use if dependents for payroll purposes are being tracked for the location context of the worker for this dependent.,unmapped,,,,,,
Dependent_DataType,Citizenship_Status_Reference,Citizenship_StatusObjectType,Reference to the legal status of the dependent.,unmapped,,,,,,
Dependent_DataType,Country_of_Nationality_Reference,CountryObjectType,Reference to the primary country of which the dependent is a national.,direct_alias_match,address.country,,activity id,0.500,address.country,1.000
Dependent_DataType,Country_of_Birth_Reference,CountryObjectType,Reference to the dependent's country of birth.,direct_alias_match,address.country,,activity id,0.500,address.country,1.000
Dependent_DataType,Region_of_Birth_Reference,Country_RegionObjectType,Reference to the dependent's country region of birth.,direct_alias_match,address.country,,activity id,0.500,address.country,1.000
Dependent_DataType,City_of_Birth,string,The dependent's city of birth.,direct_alias_match,address.city,,activity id,0.800,address.city,1.000
Dependent_DataType,Court_Order,Qualified_Domestic_Relations_Order_Replacement_DataType,,unmapped,,,,,,
Dependent_DataType,Lives_With_Worker_Data,Lives_With_Worker_DataType,,unmapped,,,,,,
Dependent_DataType,Has_Health_Insurance_Data,Has_Health_Insurance_DataType,,unmapped,,,,,,
Dependent_DataType,Allowed_for_Tax_Deduction_Data,Allowed_for_Tax_Deduction_DataType,,unmapped,,,,,,
Dependent_DataType,Annual_Income_Data,Annual_Income_DataType,,unmapped,,,,,,
Dependent_DataType,Occupation_Data,Occupation_DataType,,unmapped,,,,,,
Dependent_DataType,Disability_Data,Disability_Information_Data_for_Related_PersonType,,unmapped,,,,,,
DependentType,Dependent_Reference,DependentObjectType,A reference to the dependent.,unmapped,,,,,,
DependentType,Dependent_Data,Dependent_DataType,Contains the detailed information for a dependent.,unmapped,,,,,,
Related_PersonType,Personal_Data,Personal_Information_DataType,,unmapped,,,,,,
Related_PersonType,Dependent,DependentType,Encapsulating element containing all Dependent data.,unmapped,,,,,,
Related_PersonType,Beneficiary,BeneficiaryType,Encapsulating element containing all Beneficiary data.,unmapped,,,,,,
Employee_Allowance_Plan_Assignment_DataType,Currency_Reference,CurrencyObjectType,Reference element representing a unique instance of Currency.,direct_alias_match,compensation.base_salary,,accounting.document_currency_code,0.500,compensation.base_salary,1.000
Employee_Allowance_Plan_Assignment_DataType,Frequency_Reference,FrequencyObjectType,Reference element representing a unique instance of Frequency.,direct_alias_match,compensation.base_salary,,compensation.base_salary,1.000,compensation.base_salary,1.000
BeneficiaryType,Beneficiary_Reference,BeneficiaryObjectType,A reference to the beneficiary.,unmapped,,,,,,
BeneficiaryType,Beneficiary_Data,Beneficiary_DataType,Contains the details about the beneficiary.,unmapped,,,,,,
Employee_Allowance_Unit_Plan_Assignment_DataType,Frequency_Reference,FrequencyObjectType,Reference element representing a unique instance of Frequency.,direct_alias_match,compensation.base_salary,,compensation.base_salary,1.000,compensation.base_salary,1.000
Employee_Allowance_Unit_Plan_Assignment_DataType,Currency_Reference,CurrencyObjectType,Reference element representing a unique instance of Currency.,direct_alias_match,compensation.base_salary,,accounting.document_currency_code,0.500,compensation.base_salary,1.000
Beneficiary_DataType,Beneficiary_ID,string,The ID for the beneficiary.,unmapped,,,,,,
Beneficiary_DataType,Irrevocable,boolean,Indicates if the beneficiary is revocable.,unmapped,,,,,,
Beneficiary_DataType,Court_Order,Qualified_Domestic_Relations_Order_Replacement_DataType,,unmapped,,,,,,
Employee_Merit_Plan_Assignment_DataType,Default_Target_Percent,,Default target percent for the merit plan.,unmapped,,,,,,
Employee_Merit_Plan_Assignment_DataType,Guaranteed_Minimum,boolean,"If true, employee is guaranteed the minimum for the merit plan.",unmapped,,,,,,
Employee_Commission_Plan_Assignment_DataType,Currency_Reference,CurrencyObjectType,Reference element representing a unique instance of Currency.,direct_alias_match,compensation.base_salary,,accounting.document_currency_code,0.500,compensation.base_salary,1.000
Employee_Commission_Plan_Assignment_DataType,Frequency_Reference,FrequencyObjectType,Reference element representing a unique instance of Frequency.,direct_alias_match,compensation.base_salary,,compensation.base_salary,1.000,compensation.base_salary,1.000
Worker_Document_Data_WWSType,Worker_Document,Worker_Document_WWSType,,unmapped,,,,,,
Job_Profile_in_Position_Summary_DataType,Job_Exempt,boolean,A boolean attribute that returns true if the job profile is exempt for this position. Exempt job profiles are typically for positions that are salaried and not eligible for overtime pay.,direct_alias_match,address.country,,address.city,0.800,address.country,1.000
Job_Profile_in_Position_Summary_DataType,Job_Profile_Name,string,The name of the job profile.,direct_alias_match,job.title,,case.subject,0.800,job position,0.550
Job_Profile_in_Position_Summary_DataType,Work_Shift_Required,boolean,A boolean attribute that returns true if a work shift is required on the position where this job profile is used.,direct_alias_match,employee.position,,address.country,0.800,employee.position,1.000
Worker_Organization_Membership_DataType,Organization_Data,Organization_Summary_DataType,,unmapped,,,,,,
Organization_Summary_DataType,Organization_Reference_ID,string,The Organization Reference ID for the organization.,direct_alias_match,company.id,,company.id,1.000,company id,0.550
Organization_Summary_DataType,Integration_ID_Data,External_Integration_ID_DataType,,direct_alias_match,employee.position,,address.country,0.800,company id,0.550
Organization_Summary_DataType,Organization_Name,string,The name of the organization.,direct_alias_match,account.name,,account.name,1.000,organizational unit name,1.000
Organization_Summary_DataType,Primary_Business_Site_Reference,LocationObjectType,A unique identifier for the primary location of the organization.,direct_alias_match,employee.department,,activity id,0.500,address.country,0.550
Organization_Summary_DataType,Organization_Support_Role_Data,Organization_Support_RoleType,,unmapped,,,,,,
Organization_Supporting_Role_DataType,Organization_Role_Data,Worker_Organization_Role_Assignment_DataType,,unmapped,,,,,,
Worker_Organization_Role_Assignment_DataType,Worker_Reference,WorkerObjectType,A unique identifier that can be used to reference a worker(s) that fills the organization role.,direct_alias_match,employee.id,,company.id,0.600,company id,0.550
Organization_Support_RoleType,Organization_Support_Role,Organization_Supporting_Role_DataType,,unmapped,,,,,,
Worker_Management_Chain_DataType,Worker_Matrix_Management_Chain_Data,Worker_Matrix_Management_Chain_DataType,,unmapped,,,,,,
Management_Chain_DataType,Manager_Reference,WorkerObjectType,Returns the reference(s) to the supervisory organization's manager(s).,direct_alias_match,employee.department,,company.id,0.600,company id,0.550
Management_Chain_DataType,Manager,Worker_Basic_DataType,Returns the reference(s) to the supervisory organization's manager(s).,direct_alias_match,employee.department,,company.id,0.600,company id,0.550
Worker_Matrix_Management_Chain_DataType,Management_Chain_Data,Management_Chain_DataType,,unmapped,,,,,,
Worker_Organization_Role_DataType,Organization_Role,Organization_Role_for_Worker_DataType,,unmapped,,,,,,
Organization_Role_Assignment_for_Worker_DataType,Effective_Date,date,"The Effective Date of the Assigned, Defaulted, or Inherited Role Assignment",direct_alias_match,employee.position,,address.country,0.800,employee.position,1.000
Organization_Role_for_Worker_DataType,Organization_Role_Data,Organization_Role_Assignment_for_Worker_DataType,,unmapped,,,,,,
Worker_by_National_ID_Request_CriteriaType,National_ID_Type_Reference,National_ID_TypeObjectType,The type of national id for the worker. Either the type or the country need to be included.,direct_alias_match,employee.national_id,,activity id,0.800,address.country,0.550
Worker_by_National_ID_Request_CriteriaType,Country_Reference,CountryObjectType,"The Country Reference for the National ID. You must enter either the National ID Type or the Country for the National ID. Using the National ID Type is more explicit -if a country is entered, then it is possible that there are multiple workers who have the same ID value but with different national id types within that country.",direct_alias_match,address.country,,activity id,0.800,address.country,1.000
Compensatable_Summary_Amount_DataType,Total_Base_Pay,,Amount representing the total base pay for the worker in the currency and frequency specified.,direct_alias_match,compensation.base_salary,,accounting.document_currency_code,0.500,base salary,0.550
Compensatable_Summary_Amount_DataType,Currency_Reference,CurrencyObjectType,Reference element representing a unique instance of Currency.,direct_alias_match,compensation.base_salary,,accounting.document_currency_code,0.500,compensation.base_salary,1.000
Compensatable_Summary_Amount_DataType,Frequency_Reference,FrequencyObjectType,Reference element representing a unique instance of Frequency.,direct_alias_match,compensation.base_salary,,compensation.base_salary,1.000,compensation.base_salary,1.000
Compensatable_Summary_Amount_Annualized_In_Reporting_Currency_DataType,Total_Base_Pay,,Amount representing the total base pay for the worker in the currency and frequency specified.,direct_alias_match,compensation.base_salary,,accounting.document_currency_code,0.500,base salary,0.550
Compensatable_Summary_Amount_Annualized_In_Reporting_Currency_DataType,Currency_Reference,CurrencyObjectType,Reference element representing a unique instance of Currency.,direct_alias_match,compensation.base_salary,,accounting.document_currency_code,0.500,compensation.base_salary,1.000
Compensatable_Summary_Amount_Annualized_In_Reporting_Currency_DataType,Frequency_Reference,FrequencyObjectType,Reference element representing a unique instance of Frequency.,direct_alias_match,compensation.base_salary,,accounting.document_currency_code,0.500,compensation.base_salary,1.000
Compensatable_Summary_Amount_Annualized_DataType,Total_Base_Pay,,Amount representing the total base pay for the worker in the currency and frequency specified.,direct_alias_match,compensation.base_salary,,accounting.document_currency_code,0.500,base salary,0.550
Compensatable_Summary_Amount_Annualized_DataType,Currency_Reference,CurrencyObjectType,Reference element representing a unique instance of Currency.,direct_alias_match,compensation.base_salary,,accounting.document_currency_code,0.500,compensation.base_salary,1.000
Compensatable_Summary_Amount_Annualized_DataType,Frequency_Reference,FrequencyObjectType,Reference element representing a unique instance of Frequency.,direct_alias_match,compensation.base_salary,,compensation.base_salary,1.000,compensation.base_salary,1.000
Worker_Contract_Detail_DataType,Contract_Pay_Rate,,Contract Pay Rate for the Worker.,direct_alias_match,compensation.base_salary,,address.country,0.800,compensation.base_salary,1.000
Worker_Contract_Detail_DataType,Currency_Reference,CurrencyObjectType,Reference to the Currency.,direct_alias_match,compensation.base_salary,,accounting.document_currency_code,0.500,compensation.base_salary,1.000
Worker_Contract_Detail_DataType,Frequency_Reference,FrequencyObjectType,Reference to the Frequency.,direct_alias_match,compensation.base_salary,,compensation.base_salary,1.000,compensation.base_salary,1.000
Worker_Contract_Detail_DataType,Contract_Assignment_Details,string,Contract Assignment Details for the Worker.,unmapped,,,,,,
Worker_Contract_Detail_DataType,Contract_End_Date,date,The date the contingent worker's contract ends. The corresponding contract start date can be found in the Hire Date. This field is informational only. The value is effective immediately on update.,direct_alias_match,contract.end_date,,absence.end_date,0.500,absence end date,0.550
Put_Dependent_DataType,Irrevocable,boolean,"If this field is marked true, any new beneficiaries that are created will be marked as ""Irrevocable"".",unmapped,,,,,,
Put_Dependent_DataType,Dependent_Personal_Information_Data,Dependent_Personal_Information_DataType,Wrapper element for this dependent's personal information.,unmapped,,,,,,
Put_Dependent_DataType,Court_Order_Replacement_Data,Qualified_Domestic_Relations_Order_Replacement_DataType,,unmapped,,,,,,
Put_Dependent_RequestType,Dependent_Reference,DependentObjectType,"The reference to the Dependent being updated. For new Dependents, this reference will not exist.",unmapped,,,,,,
Put_Dependent_RequestType,Dependent_Data,Put_Dependent_DataType,,unmapped,,,,,,
Dependent_Personal_Information_DataType,Person_Identification_Data,Person_Identification_DataType,Wrapper element for this dependent's ID data.,direct_alias_match,employee.national_id,,activity id,0.800,employee.id,0.550
Dependent_Personal_Information_DataType,Date_of_Birth,date,The date of birth of the dependent.,direct_alias_match,employee.birth_date,,employee.birth_date,1.000,date of birth,1.000
Dependent_Personal_Information_DataType,Uses_Tobacco,boolean,Boolean representing whether or not this dependent uses tobacco.,unmapped,,,,,,
Dependent_Personal_Information_DataType,Full-Time_Student,boolean,Boolean representing whether or not this dependent is a full-time student.,unmapped,,,,,,
Dependent_Personal_Information_DataType,Disabled,boolean,Boolean representing whether or not this dependent is disabled.,unmapped,,,,,,
Put_Dependent_ResponseType,Dependent_Reference,DependentObjectType,The reference to the dependent which was added or updated.,unmapped,,,,,,
Put_Dependent_ResponseType,Exceptions_Response_Data,Application_Instance_Related_Exceptions_DataType,,unmapped,,,,,,
Exception_DataType,Classification,string,Exception Classification (Error or Warning),strong_canonical_candidate,,,material.raw_material_group_id,0.800,product category,1.000
Proposed_Stock_Plan_Assignment_Container_DataType,Stock_Plan_Sub_Data,Proposed_Stock_Plan_Assignment_DataType,,unmapped,,,,,,
Proposed_Stock_Plan_Assignment_DataType,Currency_Reference,CurrencyObjectType,Workday ignores any currency specified for the stock plan and assigns a currency based on worker eligibility for stock plans.,direct_alias_match,compensation.base_salary,,accounting.document_currency_code,0.500,compensation.base_salary,1.000
Worker_Health_Savings_Account_DataType,Health_Savings_Account_Period_Data,Worker_Health_Savings_Account_Period_DataType,Contains the health savings account period data for an employee based on the benefit plan year.,unmapped,,,,,,
Worker_Health_Savings_Account_Period_DataType,Enrollment_Period_Data,Enrollment_Period_DataType,Contains the benefit plan year information.,unmapped,,,,,,
Worker_Health_Savings_Account_Period_DataType,Health_Savings_Account_Coverage_Data,Health_Savings_Account_Coverage_DataType,Contains the health saving account coverage information (elections) for an employee.,unmapped,,,,,,
Health_Savings_Account_Coverage_DataType,Benefit_Election_Data,Worker_Benefit_Election_DataType,The election information for the coverage.,unmapped,,,,,,
Health_Savings_Account_Coverage_DataType,Health_Savings_Account_Election_Info_Data,Health_Savings_Account_Election_Info_DataType,More information on Health Savings Account Election such as coverage target.,unmapped,,,,,,
Organization_Request_CriteriaType,Include_Inactive,boolean,Set this attributes to true to include Inactive Organizations in your results. Default is not to include Inactive Organizations.,unmapped,,,,,,
Organization_Request_CriteriaType,Enable_Transaction_Log_Lite,boolean,Select to enable Transaction Log Lite.,unmapped,,,,,,
Organization_Request_CriteriaType,Transaction_Log_Criteria,Transaction_Log_CriteriaType,,unmapped,,,,,,
Organization_Request_CriteriaType,Field_And_Parameter_Criteria_Data,Field_And_Parameter_Criteria_DataType,,unmapped,,,,,,
Organization_Response_GroupType,Include_Roles_Data,boolean,Indicates whether the Roles Data element is included in the response.,unmapped,,,,,,
Organization_Response_GroupType,Include_Hierarchy_Data,boolean,Indicates whether the Hierarchy Data element is included in the response.,unmapped,,,,,,
Organization_Response_GroupType,Include_Supervisory_Data,boolean,Indicates whether the Supervisory Data element is included in the response (ONLY APPLIES TO SUPERVISORY TYPE ORGS).,direct_alias_match,employee.manager_id,,employee.department,0.600,employee.department,0.550
Organization_Response_GroupType,Include_Staffing_Restrictions_Data,boolean,Indicates whether the Staffing Restrictions Data element is included in the response (ONLY APPLIES TO SUPERVISORY ORGS).,direct_alias_match,employee.department,,employee.department,1.000,employee.department,1.000
Get_Organizations_RequestType,Request_References,Contextually_Secured_Organization_Request_ReferencesType,Wrapper element containing references to specific organizations,unmapped,,,,,,
Get_Organizations_RequestType,Request_Criteria,Organization_Request_CriteriaType,Wrapper element containing filtering criteria to subset the organizations to return in the response.,unmapped,,,,,,
Get_Organizations_RequestType,Response_Filter,Response_FilterType,,unmapped,,,,,,
Organization_Response_DataType,Organization,Organization_WWSType,,strong_canonical_candidate,,,account.name,0.800,company name,1.000
Get_Organizations_ResponseType,Request_References,Contextually_Secured_Organization_Request_ReferencesType,Wrapper element containing references to specific organizations,unmapped,,,,,,
Get_Organizations_ResponseType,Response_Filter,Response_FilterType,,unmapped,,,,,,
Get_Organizations_ResponseType,Response_Data,Organization_Response_DataType,"Contains each Organization based on the Request References or Request Criteria. The data returned is the current information as of the dates in the response filter, and does not include all historical information about the Organization.",unmapped,,,,,,
Health_Savings_Account_Election_Info_DataType,Currency_Reference,CurrencyObjectType,The currency of the annual maximum amount for Health Savings Account.,direct_alias_match,compensation.base_salary,,account.id,0.600,annual salary,0.550
Organization_WWS_DataType,Name,string,The name of the Organization that appears on pages and reports. A new effective-dated organization name is automatically created if value for this field is different as of specified effective date.,direct_alias_match,address.city,,account.name,0.600,address.city,1.000
Organization_WWS_DataType,Description,string,A long description of the Organization.,direct_alias_match,address.city,,activity id,0.800,address.city,1.000
Organization_WWS_DataType,Include_Manager_in_Name,boolean,Boolean choice to include the Manager/Leader Name in the Organization Name display.,direct_alias_match,employee.manager_id,,account.name,0.600,display name,0.550
Organization_WWS_DataType,Availibility_Date,dateTime,Date the Organization is available for use.,unmapped,,,,,,
Organization_WWS_DataType,Inactive,boolean,Inactive indicator for the Organization.,direct_alias_match,address.city,,activity id,0.800,address.city,1.000
Organization_WWS_DataType,Manager_Reference,WorkerObjectType,Unique identifier for the manager for the organization.,direct_alias_match,employee.department,,company.id,0.600,company id,0.550
Organization_WWS_DataType,Leadership_Reference,WorkerObjectType,"Manager(s) of this organization. If there is a position restriction with an overlap, both are returned.",direct_alias_match,employee.position,,address.country,0.800,company id,0.550
Organization_WWS_DataType,External_URL_Reference,External_URLObjectType,Non-Workday URL link for more Organizational information.,direct_alias_match,employee.department,,company.id,0.600,company id,0.550
Organization_WWS_DataType,Roles_Data,Organization_Roles_WWS_DataType,Contains information about an Organization Role and incumbent worker(s).,unmapped,,,,,,
Organization_WWS_DataType,Hierarchy_Data,Organization_Hierarchy_DataType,"Contains the top-level organization, the immediate superior organization, and all immediate subordinate organization references.",unmapped,,,,,,
Organization_WWS_DataType,Supervisory_Data,Supervisory_Org_DataType,"For Organizations of type Supervisory, contains staffing model and restrictions, location and other organizational assignments.",direct_alias_match,employee.manager_id,,employee.department,0.600,address type,0.550
Organization_WWS_DataType,Integration_Field_Override_Data,Document_Field_Result_DataType,,unmapped,,,,,,
Supervisory_Org_DataType,Location_Reference,LocationObjectType,Unique identifier for the primary Location for the organization.,direct_alias_match,address.country,,activity id,0.500,address.country,1.000
Supervisory_Org_DataType,Staffing_Restrictions_Data,Position_Group_Restriction_Summary_DataType,"For Supervisory Organizations, contain staffing restrictions.",direct_alias_match,employee.department,,address.country,0.500,employee.department,1.000
Supervisory_Org_DataType,Available_For_Hire,boolean,Returns a true if this is able to be filled by a worker.,unmapped,,,,,,
Supervisory_Org_DataType,Hiring_Freeze,boolean,Boolean attribute identifying whether a Hiring Freeze is currently in affect.,unmapped,,,,,,
Application_Instance_Exceptions_DataType,Exception_Data,Exception_DataType,Exception Data,unmapped,,,,,,
Application_Instance_Related_Exceptions_DataType,Exceptions_Data,Application_Instance_Exceptions_DataType,Exceptions Data,unmapped,,,,,,
OrganizationType,Organization_Data,Organization_DataType,,unmapped,,,,,,
Organization_Roles_WWS_DataType,Organization_Role_Data,Organization_Role_Assignment_WWS_DataType,Contains information about an Organization Role and incumbent worker(s).,unmapped,,,,,,
