priority_rank,priority_tier,sap_module,sap_table,sap_field,sap_description,classification_bucket,top_canonical_concept_id,top_canonical_matches,top_knowledge_concept_id,top_knowledge_matches,suggested_action
32,P2,FI,ANLA,MANDT,Client,strong_canonical_candidate,account.id,account.id:0.80 | activity id:0.80 | address.city:0.80,client id,client id:1.00 | primary key:1.00 | record id:1.00,promote_existing_canonical_alias_after_quick_review
32,P2,FI,ANLA,XAKTIV,Indicator: Capitalize Fixed Asset,strong_canonical_candidate,account.status,account.status:0.80 | asset.id:0.50,active flag,active flag:1.00 | is active:1.00 | asset number:0.55,promote_existing_canonical_alias_after_quick_review
32,P2,FI,ANLC,MANDT,Client,strong_canonical_candidate,account.id,account.id:0.80 | activity id:0.80 | address.city:0.80,client id,client id:1.00 | primary key:1.00 | record id:1.00,promote_existing_canonical_alias_after_quick_review
32,P2,FI,BKPF,BATCH,Lot Number for Documents,strong_canonical_candidate,inventory_lot.id,inventory_lot.id:0.80 | batch.id:0.60,batch number,batch number:1.00 | lot number:1.00,promote_existing_canonical_alias_after_quick_review
32,P2,FI,BKPF,CO_BELNR_SENDER,CO Document Number of Controlling Document in Sender System,strong_canonical_candidate,account.owner_employee_id,account.owner_employee_id:0.75 | account.industry:0.50 | accounting.document_number:0.50,account.owner_employee_id,account.owner_employee_id:0.55 | document number:0.55,promote_existing_canonical_alias_after_quick_review
32,P2,FI,BKPF,ITEM_REMOVAL_STATUS,Journal Entry Item Removal Status,strong_canonical_candidate,product.lifecycle_status,product.lifecycle_status:0.75,,,promote_existing_canonical_alias_after_quick_review
32,P2,FI,BKPF,MANDT,Client,strong_canonical_candidate,account.id,account.id:0.80 | activity id:0.80 | address.city:0.80,client id,client id:1.00 | primary key:1.00 | record id:1.00,promote_existing_canonical_alias_after_quick_review
32,P2,FI,BSAK,AUGBL,Document Number of the Clearing Document,strong_canonical_candidate,payment.status,payment.status:0.80 | account.owner_employee_id:0.60 | account.industry:0.50,ap payment status,ap payment status:1.00 | ar payment status:1.00 | account.owner_employee_id:0.55,promote_existing_canonical_alias_after_quick_review
32,P2,FI,BSAK,MANDT,Client,strong_canonical_candidate,account.id,account.id:0.80 | activity id:0.80 | address.city:0.80,client id,client id:1.00 | primary key:1.00 | record id:1.00,promote_existing_canonical_alias_after_quick_review
32,P2,FI,BSEG,AUGBL,Document Number of the Clearing Document,strong_canonical_candidate,payment.status,payment.status:0.80 | account.owner_employee_id:0.60 | account.industry:0.50,ap payment status,ap payment status:1.00 | ar payment status:1.00 | account.owner_employee_id:0.55,promote_existing_canonical_alias_after_quick_review
32,P2,FI,BSEG,MANDT,Client,strong_canonical_candidate,account.id,account.id:0.80 | activity id:0.80 | address.city:0.80,client id,client id:1.00 | primary key:1.00 | record id:1.00,promote_existing_canonical_alias_after_quick_review
32,P2,FI,BSEG,SERVICE_DOC_ID,Service Document ID,strong_canonical_candidate,service.id,service.id:0.75 | activity id:0.60 | attachment.id:0.60,document id,document id:0.70 | activity id:0.55 | company.id:0.55,promote_existing_canonical_alias_after_quick_review
32,P2,FI,BSEG,SERVICE_DOC_ITEM_ID,Service Document Item ID,strong_canonical_candidate,material.id,material.id:0.75 | product.id:0.75 | service.id:0.75,document id,document id:0.70 | item id:0.70 | material number:0.70,promote_existing_canonical_alias_after_quick_review
32,P2,FI,BSID,AUGBL,Document Number of the Clearing Document,strong_canonical_candidate,payment.status,payment.status:0.80 | account.owner_employee_id:0.60 | account.industry:0.50,ap payment status,ap payment status:1.00 | ar payment status:1.00 | account.owner_employee_id:0.55,promote_existing_canonical_alias_after_quick_review
32,P2,FI,BSID,MANDT,Client,strong_canonical_candidate,account.id,account.id:0.80 | activity id:0.80 | address.city:0.80,client id,client id:1.00 | primary key:1.00 | record id:1.00,promote_existing_canonical_alias_after_quick_review
32,P2,FI,BSIK,AUGBL,Document Number of the Clearing Document,strong_canonical_candidate,payment.status,payment.status:0.80 | account.owner_employee_id:0.60 | account.industry:0.50,ap payment status,ap payment status:1.00 | ar payment status:1.00 | account.owner_employee_id:0.55,promote_existing_canonical_alias_after_quick_review
32,P2,FI,BSIK,MANDT,Client,strong_canonical_candidate,account.id,account.id:0.80 | activity id:0.80 | address.city:0.80,client id,client id:1.00 | primary key:1.00 | record id:1.00,promote_existing_canonical_alias_after_quick_review
32,P2,FI,BSIS,AUGBL,Document Number of the Clearing Document,strong_canonical_candidate,payment.status,payment.status:0.80 | account.owner_employee_id:0.60 | account.industry:0.50,ap payment status,ap payment status:1.00 | ar payment status:1.00 | account.owner_employee_id:0.55,promote_existing_canonical_alias_after_quick_review
